Site_N,Point,x,y
A32-03,6,120.813314,23.854923
A32-03,7,120.80989,23.85117
A32-03,8,120.803893,23.851842
A32-03,9,120.802455,23.848869
A32-03,10,120.801359,23.846348
A32-04,1,120.8888917,23.59869167
A32-04,2,120.8890472,23.59649444
A32-04,3,120.88945,23.59409
A32-04,5,120.8928472,23.59199444
A32-04,6,120.89602,23.58909
A32-04,7,120.8870194,23.59139722
A32-04,8,120.8861417,23.59436944
A32-04,9,120.8854444,23.59638611
A32-06,1,120.8344,23.69101
A32-06,2,120.833299,23.688915
A32-06,3,120.831981,23.691641
A32-06,4,120.830831,23.693843
A32-06,5,120.829799,23.695503
A32-06,6,120.828905,23.697407
A32-06,7,120.826245,23.698696
A32-07,1,120.844534,23.690344
A32-07,2,120.841357,23.690504
A32-07,3,120.840113,23.68885
A32-07,4,120.838783,23.686501
A32-07,5,120.838554,23.689255
A32-07,6,120.838756,23.692117
A32-07,7,120.836443,23.691546
A32-08,1,120.86179,23.84768
A32-08,2,120.86536,23.8435
A32-08,3,120.85941,23.84069
A32-08,4,120.8641806,23.83634444
A32-08,5,120.8640361,23.82636944
A32-08,6,120.8610694,23.82593889
A32-08,7,120.8576056,23.82294722
A33-01,1,120.774783,23.93196
A33-01,2,120.774356,23.929097
A33-01,3,120.776822,23.928857
A33-01,6,120.772333,23.928399
A33-01,7,120.768011,23.928645
A33-01,8,120.76949,23.92731
A33-01,9,120.767794,23.928744
A33-02,1,120.8154,23.92354
A33-02,2,120.814075,23.926306
A33-02,3,120.811502,23.925978
A33-02,5,120.81389,23.92899
A33-02,6,120.813733,23.932364
A33-02,7,120.80888,23.92537
A33-02,8,120.807964,23.927057
A33-02,9,120.80897,23.92972
A33-02,10,120.811484,23.932
A33-03,1,120.68514,23.87897
A33-03,2,120.68106,23.87855
A33-03,3,120.67883,23.88122
A33-03,4,120.68203,23.88061
A33-03,5,120.685168,23.881226
A33-03,6,120.68697,23.88314
A33-03,7,120.685168,23.885334
A33-03,8,120.68131,23.88653
A33-03,9,120.679612,23.884275
A33-03,10,120.68228,23.88253
A33-05,1,120.44546,23.58391
A33-05,2,120.44496,23.58147
A33-05,3,120.4505,23.58053
A33-05,4,120.45323,23.58319
A33-05,5,120.45109,23.58783
A33-05,6,120.44593,23.58621
A33-06,1,120.4917667,23.55508889
A33-06,3,120.48679,23.55502
A33-06,4,120.48455,23.55703
A33-06,5,120.48688,23.55245
A33-06,6,120.4845806,23.55969722
A33-06,7,120.4869667,23.56078056
A33-07,1,120.789938,23.993996
A33-07,2,120.789247,23.995792
A33-07,3,120.787416,23.997632
A33-07,4,120.785311,23.998631
A33-07,5,120.783027,24.001246
A33-07,6,120.780658,24.001261
A33-07,7,120.779299,24.002984
A33-07,8,120.777852,24.004282
A33-07,9,120.776404,24.005598
A33-07,10,120.774936,24.007835
A33-08,2,120.632045,23.699196
A33-08,3,120.634926,23.700024
A33-08,4,120.627131,23.706516
A33-08,5,120.626585,23.701937
A33-08,6,120.621206,23.710773
A33-08,7,120.62304,23.71047
A33-08,8,120.632723,23.702403
A33-08,9,120.635459,23.705687
A33-08,10,120.624221,23.698716
A33-09,1,120.67256,24.0059
A33-09,2,120.66916,24.00745
A33-09,3,120.66884,24.01057
A33-09,4,120.66678,24.01692
A33-09,5,120.66929,24.01518
A33-09,6,120.671792,24.013751
A33-09,7,120.67425,24.01185
A33-09,8,120.67289,24.0104
A33-09,9,120.67741,24.01003
A33-09,10,120.6807,24.01193
A33-10,1,120.67342,23.98461
A33-10,2,120.67084,23.98694
A33-10,3,120.66772,23.98872
A33-10,4,120.66936,23.99158
A33-10,5,120.67289,23.98911
A33-10,6,120.669,23.99598
A33-10,7,120.67275,23.99683
A33-10,8,120.67625,23.99448
A33-10,9,120.67756,23.99075
A33-10,10,120.67639,23.98642
A33-11,1,120.69506,23.97281
A33-11,2,120.7015,23.97453
A33-11,3,120.7013083,23.97169722
A33-11,4,120.6982278,23.97036389
A33-11,5,120.6983028,23.967475
A33-11,6,120.7006944,23.96822222
A33-11,7,120.70731,23.97311
A33-11,8,120.7058889,23.97633056
A33-11,9,120.70347,23.97659
A33-11,10,120.69803,23.97739
A33-12,1,120.6040889,23.94081944
A33-12,2,120.60937,23.94074
A33-12,3,120.6043861,23.93944722
A33-12,4,120.60616,23.93688
A33-12,5,120.6075444,23.93745833
A33-12,7,120.60765,23.9353
A33-12,8,120.60516,23.93441
A33-12,9,120.6007694,23.94047778
A33-12,10,120.6080861,23.94229167
A33-13,1,120.55333,23.92333
A33-13,2,120.56028,23.92236
A33-13,3,120.55736,23.92519
A33-13,4,120.55556,23.9275
A33-13,5,120.55735,23.92991
A33-13,6,120.55939,23.9273
A33-13,7,120.56014,23.93083
A33-13,8,120.55242,23.92806
A33-13,9,120.55183,23.93139
A33-13,10,120.5517833,23.92534722
A33-14,1,120.58778,23.81417
A33-14,2,120.59278,23.81107
A33-14,3,120.58672,23.81263
A33-14,4,120.58973,23.81084
A33-14,5,120.5825,23.81389
A33-14,6,120.58278,23.8121
A33-14,7,120.58611,23.80972
A33-14,8,120.58452,23.808
A33-14,9,120.58235,23.80842
A33-14,10,120.58777,23.8075
A33-15,1,120.59504,23.77876
A33-15,2,120.59878,23.78083
A33-15,3,120.599772,23.783309
A33-15,4,120.59773,23.78239
A33-15,5,120.5965,23.78391
A33-15,6,120.594531,23.783557
A33-15,7,120.59203,23.78312
A33-15,8,120.58982,23.78174
A33-15,9,120.59215,23.78005
A33-15,10,120.5968,23.77975
A33-16,1,120.607118,23.73212
A33-16,2,120.604786,23.731211
A33-16,3,120.60303,23.73368
A33-16,4,120.600908,23.735779
A33-16,5,120.602916,23.736733
A33-16,6,120.60621,23.73472
A33-16,7,120.60549,23.73904
A33-18,1,120.50031,23.70236
A33-18,2,120.49836,23.70185
A33-18,3,120.49662,23.7014
A33-18,4,120.49461,23.70105
A33-18,5,120.4917,23.69869
A33-18,6,120.49035,23.69691
A33-18,7,120.48928,23.70174
A33-18,8,120.48703,23.70225
A33-18,9,120.48537,23.70579
A33-18,10,120.49004,23.70667
A33-26,1,120.8024,23.82643
A33-26,2,120.80161,23.82885
A33-26,3,120.80618,23.826074
A33-26,4,120.797558,23.834903
A33-26,5,120.79081,23.83751
A33-26,6,120.79151,23.833
A33-26,7,120.795,23.83192
A33-26,8,120.79135,23.82515
A33-26,9,120.78058,23.82565
A33-26,10,120.77675,23.82451
A33-27,1,120.623896,23.730248
A33-27,2,120.626151,23.720158
A33-27,3,120.625613,23.722929
A33-27,4,120.627983,23.724415
A33-27,5,120.628475,23.72708
A33-27,6,120.630265,23.728782
A33-27,7,120.634081,23.725251
A33-27,8,120.633306,23.72888
A33-27,9,120.637788,23.721829
A33-27,10,120.64101,23.723398
A33-28,1,120.616556,23.751467
A33-28,2,120.617547,23.75482
A33-28,3,120.620247,23.753842
A33-28,4,120.622258,23.753802
A33-28,5,120.616677,23.756868
A33-28,6,120.620586,23.758801
A33-28,7,120.621692,23.756176
A33-28,8,120.623466,23.756821
A33-28,9,120.624776,23.755054
A33-29,1,120.7326944,23.83716667
A33-29,2,120.7351944,23.83577778
A33-29,3,120.7402222,23.83516667
A33-29,4,120.73975,23.83753
A33-29,5,120.7454722,23.83605556
A33-29,6,120.74892,23.83481
A33-29,7,120.7449444,23.83352778
A33-30,1,120.670223,23.775945
A33-30,2,120.672793,23.77632
A33-30,3,120.672866,23.774523
A33-30,4,120.672491,23.771462
A33-30,5,120.674715,23.77292
A33-30,6,120.6759,23.769771
A33-31,1,120.52417,23.70111
A33-31,2,120.5194444,23.7025
A33-31,3,120.51917,23.69833
A33-31,4,120.5138056,23.70461111
A33-31,5,120.5163889,23.70380556
A33-31,6,120.51111,23.70306
A33-32,1,120.7471889,23.6785
A33-32,2,120.7427056,23.67664444
A33-32,3,120.7388944,23.67877222
A33-32,4,120.7357778,23.67748333
A33-32,5,120.7328667,23.67814167
A33-32,6,120.7307194,23.67893889
A33-32,7,120.7282444,23.68098056
A34-01,1,120.33848,23.51649
A34-01,2,120.33848,23.51879
A34-01,3,120.33894,23.52169
A34-01,4,120.34225,23.52157
A34-01,5,120.34488,23.52146
A34-01,6,120.34507,23.51762
A34-01,7,120.34331,23.51693
A34-02,1,120.25681,23.31
A34-02,2,120.25451,23.30826
A34-02,3,120.25062,23.30884
A34-02,4,120.2518,23.3112
A34-02,5,120.25536,23.31242
A34-02,6,120.25401,23.314
A34-02,7,120.25671,23.31498
A34-02,8,120.25028,23.31461
A34-02,9,120.25341,23.31577
A34-02,10,120.25558,23.31666
A34-04,1,120.3557583,22.86931111
A34-04,2,120.3523667,22.86774167
A34-04,3,120.3476694,22.85956944
A34-04,4,120.3489917,22.85793889
A34-04,5,120.347425,22.85547778
A34-04,6,120.3515222,22.85441944
A34-04,7,120.34455,22.85131111
A34-05,1,120.3884167,22.8861
A34-05,2,120.39074,22.88598
A34-05,3,120.3934583,22.88563333
A34-05,4,120.3953722,22.887525
A34-05,5,120.3970694,22.88910278
A34-05,6,120.3980778,22.89228611
A34-05,7,120.3989972,22.89414167
A34-05,8,120.3975389,22.89554444
A34-05,9,120.39379,22.89523
A34-06,1,120.52122,22.74078
A34-06,2,120.51969,22.744
A34-06,3,120.52325,22.73827
A34-06,4,120.51973,22.73783
A34-06,5,120.5149972,22.73724722
A34-06,6,120.52254,22.73417
A34-06,7,120.5282889,22.73644167
A34-07,1,120.29383,23.19973
A34-07,2,120.29527,23.20208
A34-07,3,120.29788,23.20295
A34-07,4,120.29997,23.20419
A34-07,5,120.30282,23.20414
A34-07,6,120.30514,23.20293
A34-07,7,120.30251,23.20049
A34-07,8,120.29266,23.20513
A34-07,9,120.29837,23.20742
A34-07,10,120.30063,23.2068
A34-08,1,120.393716,22.544507
A34-08,2,120.389426,22.54506
A34-08,3,120.38724,22.53912
A34-08,4,120.383953,22.533886
A34-08,5,120.391596,22.533544
A34-08,6,120.389726,22.536617
A34-08,7,120.392643,22.53866
A34-08,8,120.394255,22.541321
A34-08,9,120.396722,22.543994
A34-08,10,120.39552,22.55382
A34-17,1,120.2526,23.19833
A34-17,2,120.25566,23.19962
A34-17,3,120.25171,23.20134
A34-17,4,120.25356,23.20131
A34-17,5,120.25436,23.20309
A34-17,6,120.25754,23.20137
A34-17,7,120.26001,23.20385
A34-17,8,120.25747,23.20385
A34-17,9,120.25694,23.20702
A34-17,10,120.2557278,23.21401667
A34-21,11,120.0702778,23.04475
A34-21,12,120.07425,23.04336111
A34-21,13,120.0765,23.04005556
A34-23,1,120.257,22.9378
A34-23,2,120.25756,22.93584
A34-23,3,120.25729,22.93321
A34-23,4,120.25877,22.93125
A34-23,5,120.25663,22.92792
A34-23,6,120.2600389,22.935075
A34-23,7,120.2608444,22.93322222
A34-23,8,120.25871,22.92916
A34-27,1,120.54274,22.70457
A34-27,2,120.54324,22.7081
A34-27,3,120.5439,22.71101
A34-27,4,120.54194,22.71249
A34-27,5,120.53823,22.71078
A34-27,6,120.53651,22.7126
A34-27,7,120.54101,22.70882
A34-27,8,120.5374,22.70635
A34-27,9,120.5394222,22.70552222
A34-31,1,120.3831889,22.660375
A34-31,2,120.3856528,22.66153333
A34-31,3,120.3867333,22.66384167
A34-31,4,120.3885,22.66518611
A34-31,5,120.3889806,22.66766111
A34-31,6,120.3879472,22.66940278
A34-31,7,120.3874083,22.67117222
A34-33,1,120.3447,22.64553
A34-33,2,120.34111,22.64528
A34-33,3,120.34047,22.64313
A34-33,4,120.34213,22.64269
A34-33,5,120.34828,22.65021
A34-33,6,120.3481556,22.64664722
A34-33,7,120.3494,22.64266
A34-33,8,120.34644,22.64194
A34-34,1,120.3524833,22.622225
A34-34,2,120.35605,22.62200833
A34-34,3,120.3547417,22.62380278
A34-34,4,120.3555722,22.62560278
A34-34,5,120.3564417,22.62803056
A34-34,6,120.3561833,22.63080556
A34-35,1,120.45862,22.63037
A34-35,2,120.45914,22.62695
A34-35,3,120.45918,22.62504
A34-35,4,120.46052,22.62893
A34-35,5,120.46302,22.62795
A34-35,6,120.46359,22.62471
A34-35,7,120.46479,22.62281
A34-35,8,120.46697,22.62288
A34-35,9,120.46698,22.62534
A34-35,10,120.46588,22.63087
A34-40,1,120.22334,22.99528
A34-40,2,120.22334,22.99695
A34-40,3,120.21972,22.99528
A34-40,4,120.21939,22.99703
A34-40,5,120.22006,22.99934
A34-40,6,120.2175,22.99723
A34-40,7,120.21556,22.99834
A34-40,8,120.21778,23
A34-40,9,120.21584,23.00028
A34-40,10,120.21639,23.00222
A34-42,1,120.30234,22.64836
A34-42,2,120.29988,22.64868
A34-42,3,120.29783,22.64871
A34-42,4,120.29747,22.64669
A34-42,5,120.29982,22.6465
A34-42,6,120.3021,22.64622
A34-42,7,120.30199,22.64451
A34-42,8,120.29969,22.64458
A34-42,9,120.29734,22.64474
A34-43,1,120.23761,22.9405
A34-43,2,120.23878,22.94169
A34-43,3,120.23983,22.94303
A34-43,4,120.24078,22.94408
A34-43,5,120.24128,22.94528
A34-43,6,120.24178,22.94664
A34-43,7,120.24147,22.94789
A34-43,8,120.24097,22.94914
A34-43,9,120.24158,22.95083
A34-43,10,120.24142,22.95264
A34-45,1,120.28671,22.6556
A34-45,2,120.2848,22.65686
A34-45,3,120.28269,22.65667
A34-45,4,120.28372,22.6589
A34-45,5,120.28501,22.66084
A34-45,6,120.28784,22.65986
A34-45,7,120.28587,22.65913
A34-45,8,120.28745,22.65796
A34-47,1,120.3164444,22.73213333
A34-47,2,120.3164917,22.73496944
A34-47,3,120.3137833,22.73588056
A34-47,4,120.3127667,22.73304444
A34-47,5,120.3103833,22.73611944
A34-47,6,120.3090722,22.73291667
A34-47,7,120.3058639,22.73165556
A34-47,8,120.3044028,22.73381667
A34-48,1,120.3015,22.75722
A34-48,2,120.29948,22.75611
A34-48,3,120.2960139,22.75674167
A34-48,4,120.2938944,22.75416111
A34-48,5,120.29349,22.75202
A34-48,6,120.29517,22.74989
A34-48,7,120.30087,22.75
A34-48,8,120.3039639,22.752125
A34-48,9,120.30315,22.75512
A34-49,1,120.46052,22.83581
A34-49,2,120.4580639,22.835725
A34-49,3,120.4552528,22.83439722
A34-49,4,120.45215,22.83349167
A34-49,5,120.4508306,22.83175278
A34-49,6,120.4490972,22.82924722
A34-49,7,120.4478278,22.82495278
A34-49,8,120.4503861,22.82395
A34-49,9,120.4542861,22.82523611
A34-49,10,120.4580833,22.82309167
A35-01,1,120.53355,23.53719722
A35-01,2,120.535575,23.53761944
A35-01,3,120.5374083,23.53715278
A35-01,4,120.5394333,23.53755833
A35-01,5,120.5410361,23.538575
A35-01,6,120.542325,23.53991389
A35-03,1,120.45661,23.43979
A35-03,2,120.46004,23.44104
A35-03,3,120.45936,23.43855
A35-03,4,120.45751,23.43524
A35-03,5,120.46116,23.43566
A35-03,6,120.46279,23.43652
A35-03,7,120.46011,23.44326
A35-03,8,120.4581639,23.44282778
A35-03,9,120.46341,23.44211
A35-03,10,120.46279,23.44042
A35-04,1,120.46779,23.3843
A35-04,2,120.47054,23.38388
A35-04,3,120.47178,23.38593
A35-04,4,120.4700694,23.38902778
A35-04,5,120.4687778,23.39158889
A35-04,6,120.46581,23.39199
A35-04,7,120.47392,23.38554
A35-04,8,120.47567,23.38761
A35-04,9,120.47373,23.3835
A35-05,1,120.46472,23.28864
A35-05,2,120.46214,23.28905
A35-05,3,120.46023,23.28662
A35-05,4,120.46022,23.28874
A35-05,5,120.45789,23.28836
A35-05,6,120.45574,23.287956
A35-05,7,120.453467,23.289185
A35-05,8,120.451216,23.289764
A35-05,9,120.45149,23.28737
A35-05,10,120.452254,23.28453
A35-06,1,120.35567,23.25851
A35-06,2,120.35445,23.25619
A35-06,3,120.35381,23.25438
A35-06,4,120.35108,23.25621
A35-06,5,120.35239,23.25909
A35-06,6,120.35018,23.26009
A35-06,7,120.3465111,23.26166389
A35-06,8,120.34934,23.26238
A35-06,9,120.35288,23.26174
A35-06,10,120.35913,23.26064
A35-07,1,120.40667,23.48317
A35-07,2,120.40388,23.48383
A35-07,3,120.40192,23.48338
A35-07,4,120.4002,23.48305
A35-07,5,120.39785,23.48282
A35-07,6,120.39613,23.48262
A35-07,7,120.3939,23.48248
A35-08,1,120.5715778,23.45109444
A35-08,3,120.5769889,23.44915833
A35-08,4,120.5757972,23.45135
A35-08,5,120.5797583,23.45038333
A35-08,6,120.5818778,23.44954444
A35-08,7,120.5810778,23.44751944
A35-08,8,120.58435,23.44803889
A35-08,9,120.5869361,23.447425
A35-08,10,120.5844944,23.44301111
A35-09,1,120.6077639,23.43936389
A35-09,2,120.6075139,23.43972778
A35-09,3,120.6000167,23.44068056
A35-09,4,120.6020361,23.44266111
A35-09,5,120.6053694,23.44065278
A35-09,6,120.6038583,23.44214444
A35-09,7,120.6048889,23.44159722
A35-09,9,120.6071611,23.44442222
A35-09,10,120.6093667,23.44414722
A35-10,1,120.55625,23.42811667
A35-10,2,120.5579,23.42851667
A35-10,4,120.5614,23.42826667
A35-10,5,120.5632333,23.42841667
A35-10,6,120.5656,23.429
A35-10,7,120.5673833,23.42955
A35-10,8,120.57045,23.42895
A35-10,9,120.57295,23.42771667
A35-10,10,120.57565,23.42761667
A35-12,3,120.328531,23.359068
A35-12,4,120.329003,23.359277
A35-15,1,120.49874,23.262417
A35-15,2,120.499548,23.26065
A35-15,3,120.500696,23.259435
A35-15,4,120.500008,23.257852
A35-15,5,120.502372,23.260704
A35-15,6,120.504366,23.26072
A35-15,7,120.50619,23.26187
A35-15,8,120.508138,23.263576
A35-16,2,120.47352,23.4622
A35-16,3,120.48225,23.45943
A35-16,4,120.4817,23.4612
A35-16,5,120.485,23.47363889
A35-16,6,120.4829333,23.4698
A35-16,7,120.4869833,23.47528611
A35-16,8,120.4911528,23.47821667
A35-16,9,120.4775639,23.47362778
A35-16,10,120.476,23.46825
A35-18,1,120.4745833,23.47856944
A35-18,2,120.4680556,23.48147222
A35-18,3,120.4703639,23.48333333
A35-18,5,120.4638889,23.48388889
A35-19,1,120.4892278,23.47492778
A35-19,2,120.4913417,23.47487778
A35-19,3,120.4932833,23.47422778
A35-19,4,120.4936389,23.47626667
A35-19,5,120.4955972,23.47615833
A35-19,6,120.49745,23.47505278
A35-19,7,120.4910278,23.47301667
A35-19,8,120.48927,23.47229
A35-19,9,120.48723,23.47309
A36-01,1,120.6136306,23.32999444
A36-01,2,120.6145028,23.33231667
A36-01,3,120.615775,23.33542778
A36-01,4,120.6164028,23.33840833
A36-01,5,120.6166778,23.34063889
A36-01,6,120.6167806,23.34288889
A36-01,7,120.6161472,23.34531667
A36-01,8,120.6164361,23.34741111
A36-01,9,120.6186389,23.34913333
A36-02,1,120.401191,23.218307
A36-02,2,120.398591,23.218595
A36-02,3,120.399498,23.221136
A36-02,4,120.398473,23.223083
A36-02,5,120.400131,23.226096
A36-02,6,120.401717,23.225271
A36-02,7,120.400953,23.227896
A36-02,8,120.40102,23.230533
A36-02,9,120.39732,23.23122
A36-03,1,120.4338361,23.08994167
A36-03,2,120.4374,23.0892
A36-03,3,120.43258,23.08754
A36-03,5,120.43484,23.085
A36-03,6,120.43085,23.08989
A36-03,7,120.4295,23.08862
A36-03,9,120.42747,23.08846
A36-03,10,120.4297778,23.08118611
A36-05,1,120.35503,23.08426
A36-05,2,120.351137,23.082362
A36-05,3,120.347627,23.081716
A36-05,4,120.347689,23.08298
A36-05,5,120.35529,23.081413
A36-05,6,120.356507,23.080027
A36-05,7,120.358366,23.085218
A36-05,8,120.359983,23.085974
A36-14,1,120.5262639,23.12329722
A36-14,2,120.5246306,23.12396944
A36-14,3,120.5240306,23.12260278
A36-14,4,120.5247472,23.12734722
A36-14,5,120.5223,23.12868611
A36-14,6,120.5193861,23.12744722
A36-14,7,120.5170861,23.12831667
A36-14,8,120.5149722,23.13007222
A36-14,9,120.5120833,23.13226667
A36-14,10,120.5299444,23.12883333
A36-15,1,120.3705167,23.01806389
A36-15,2,120.3696028,23.01573889
A36-15,3,120.3703861,23.01094722
A36-15,4,120.3721833,23.01212778
A36-15,5,120.3734278,23.01349722
A36-15,6,120.3754028,23.01405556
A36-15,7,120.3755028,23.01593333
A36-15,8,120.3758861,23.01779722
A36-15,9,120.3740722,23.01718333
A36-15,10,120.3726472,23.01558056
A36-16,1,120.398094,22.981435
A36-16,2,120.397898,22.979448
A36-16,3,120.398959,22.977727
A36-16,4,120.398348,22.983595
A36-16,5,120.400479,22.984768
A36-16,6,120.402243,22.982797
A36-16,7,120.401542,22.980329
A36-16,8,120.402584,22.978346
A36-16,9,120.401237,22.97639
A36-16,10,120.399794,22.980738
A36-17,1,120.587,23.3025
A36-17,2,120.586305,23.299987
A36-17,3,120.58482,23.29879
A36-17,4,120.584721,23.296951
A36-17,5,120.58454,23.29512
A36-17,6,120.584419,23.293249
A36-17,7,120.58315,23.29194
A36-17,8,120.58109,23.29157
A37-01,1,120.64649,23.17094
A37-01,2,120.64888,23.17523
A37-01,3,120.65027,23.17822
A37-01,4,120.65169,23.18637
A37-01,5,120.65435,23.19028
A37-01,6,120.65219,23.19673
A37-01,7,120.660246,23.198346
A37-02,1,120.56988,23.02052
A37-02,2,120.5712917,23.02169722
A37-02,4,120.56944,23.02228
A37-02,5,120.5691194,23.02382222
A37-02,6,120.57238,23.02381
A37-02,8,120.57333,23.02485
A37-02,9,120.5705833,23.02442222
A37-02,10,120.5722194,23.02779444
A37-03,1,120.46539,22.885228
A37-03,2,120.46234,22.882635
A37-03,3,120.4594889,22.888725
A37-03,4,120.449931,22.890322
A37-03,5,120.45348,22.895066
A37-03,6,120.46845,22.89730556
A37-04,1,120.53621,22.85675
A37-04,2,120.53974,22.85508
A37-04,3,120.54676,22.85348
A37-04,4,120.5415,22.86436
A37-04,5,120.53925,22.86478
A37-04,6,120.53946,22.86243
A37-04,7,120.54498,22.85725
A37-04,8,120.53995,22.85788
A37-04,9,120.53439,22.86616
A37-07,1,120.4459417,22.97319722
A37-07,2,120.4432472,22.97470556
A37-07,3,120.4412806,22.97209167
A37-07,4,120.4406194,22.97066111
A37-07,5,120.4396917,22.96856111
A37-07,6,120.4387139,22.96675
A37-07,7,120.4377111,22.96463889
A37-08,1,120.56654,22.97002
A37-08,2,120.56877,22.97303
A37-08,3,120.56939,22.97048
A37-08,4,120.57143,22.96912
A37-08,5,120.57403,22.96978
A37-08,6,120.5747457,22.96729804
A37-09,1,120.53382,22.95418
A37-09,2,120.53545,22.95857
A37-09,3,120.53739,22.96006
A37-09,4,120.54076,22.95916
A37-09,5,120.5422,22.96058
A37-09,6,120.55343,22.96249
A37-09,7,120.5586833,22.96095278
A39-01,1,120.6698611,22.89315556
A39-01,2,120.67296,22.89275
A39-01,3,120.6768139,22.89564444
A39-01,4,120.6793639,22.89796111
A39-01,5,120.6822833,22.89509722
A39-01,6,120.6846194,22.89226389
A39-07,1,120.63351,22.70981
A39-07,2,120.63546,22.71045
A39-07,3,120.63927,22.71042
A39-07,4,120.64218,22.71135
A39-07,5,120.63882,22.70714
A39-07,6,120.64166,22.70509
A39-08,3,120.731525,22.74716111
A39-08,4,120.7282778,22.74926944
A39-08,6,120.7276472,22.75329722
A39-08,7,120.7261167,22.75019722
A40-10,1,120.4675,22.48
A40-10,2,120.47222,22.48
A40-10,3,120.47417,22.47833
A40-10,4,120.47639,22.47917
A40-10,5,120.47694,22.48306
A40-10,6,120.47389,22.48139
A40-10,8,120.47111,22.48472
A40-11,1,120.49222,22.43944
A40-11,2,120.49139,22.43778
A40-11,3,120.49083,22.43611
A40-11,4,120.48944,22.43444
A40-11,5,120.49006,22.43284
A40-11,6,120.49694,22.43333
A40-11,7,120.49639,22.43556
A40-12,1,120.5236,22.42368
A40-12,2,120.52153,22.4207
A40-12,3,120.52033,22.41897
A40-12,4,120.51945,22.41727
A40-12,5,120.51943,22.41515
A40-12,6,120.52232,22.41475
A40-12,7,120.52487,22.41618
A40-12,8,120.52652,22.4172
A40-12,9,120.52668,22.42124
A40-12,10,120.52525,22.42202
A40-15,1,120.6148167,22.64331667
A40-15,2,120.61665,22.6447
A40-15,3,120.61795,22.64196667
A40-15,8,120.61145,22.64258
A40-15,9,120.6064,22.64212
A40-16,1,120.6062,22.64863
A40-16,2,120.6107,22.64888
A40-16,3,120.6135,22.65012
A40-16,4,120.60962,22.65092
A40-16,5,120.60643,22.65047
A40-16,6,120.60762,22.64617
A40-16,8,120.61144,22.64625
A40-17,1,120.636967,22.515762
A40-17,2,120.639067,22.515351
A40-17,3,120.638674,22.51321
A40-17,4,120.639389,22.511252
A40-17,5,120.641694,22.510824
A40-17,6,120.644106,22.510242
A40-17,7,120.646168,22.509777
A40-17,8,120.64824,22.509032
A40-17,9,120.650582,22.509109
A40-17,10,120.65293,22.507019
A40-18,1,120.58291,22.54397
A40-18,2,120.587136,22.543097
A40-18,3,120.58992,22.542
A40-18,4,120.59186,22.53951
A40-18,5,120.58894,22.54012
A40-18,6,120.58407,22.54084
A40-18,7,120.58198,22.53887
A40-18,8,120.58361,22.53615
A40-18,9,120.58761,22.53625
A40-18,10,120.59232,22.53671
A41-01,1,120.7850389,21.95584722
A41-01,2,120.7890722,21.95325
A41-01,3,120.79449,21.95133
A41-01,4,120.7984194,21.94945
A41-01,5,120.78768,21.94686
A41-01,6,120.784325,21.94804167
A41-02,1,120.72969,21.95109
A41-02,2,120.7216972,21.95219167
A41-02,3,120.721025,21.94430556
A41-02,4,120.7177722,21.95388333
A41-02,5,120.7131,21.95250278
A41-02,6,120.7127583,21.9485
A41-02,7,120.73106,21.94506
B06-01,2,121.486925,24.62412222
B06-01,3,121.4864389,24.62654167
B06-01,4,121.489,24.63206944
B06-01,5,121.4847639,24.63233611
B06-01,6,121.4817083,24.63156944
B06-01,7,121.4792389,24.63461944
B06-01,8,121.4809833,24.63828056
B06-01,9,121.4830889,24.64138889
B06-01,10,121.4829722,24.64421389
B06-06,1,121.4320111,24.59624722
B06-06,2,121.4288917,24.59651667
B06-06,3,121.4275167,24.59866111
B06-06,4,121.4283028,24.60072778
B06-06,5,121.4299861,24.60140833
B06-06,6,121.4287389,24.60372222
B06-06,7,121.431025,24.60534167
B06-06,8,121.4308889,24.60880833
B06-06,9,121.4326139,24.61041944
B06-06,10,121.4333778,24.61166389
B06-07,1,121.4126722,24.57629167
B06-07,2,121.4115722,24.57804722
B06-07,3,121.4111917,24.58019722
B06-07,4,121.4124333,24.58175556
B06-07,5,121.4123722,24.58405
B06-07,6,121.4112833,24.58653611
B06-07,7,121.4106778,24.58892222
B06-07,8,121.4126083,24.59043333
B06-07,9,121.4149222,24.59152778
B06-07,10,121.4171639,24.59131389
B10-01,1,121.427953,24.709125
B10-01,2,121.429233,24.710702
B10-01,3,121.431652,24.710018
B10-01,4,121.433532,24.710662
B10-01,5,121.435229,24.709782
B10-01,6,121.436671,24.70929
B10-01,7,121.437524,24.710271
B10-01,8,121.439827,24.710165
B10-01,9,121.438557,24.711623
B10-01,10,121.437159,24.713189
B10-02,1,121.442348,24.724559
B10-02,2,121.442625,24.727329
B10-02,3,121.44113,24.729564
B10-02,4,121.439325,24.730662
B10-02,5,121.439835,24.732321
B10-02,6,121.441621,24.734059
B10-02,7,121.442993,24.736194
B10-02,8,121.447327,24.737581
B10-02,9,121.449755,24.73919
B11-01,1,121.367393,24.402984
B11-01,2,121.366801,24.406389
B11-01,3,121.365324,24.403765
B11-01,4,121.363583,24.404943
B11-01,5,121.3614,24.403558
B11-01,6,121.359899,24.406451
B11-01,7,121.356536,24.405899
B11-01,8,121.35875,24.407944
B11-01,9,121.359871,24.410442
B11-01,10,121.358643,24.412025
B13-01,1,121.0899972,24.49833333
B13-01,2,121.0880556,24.499725
B13-01,3,121.0861139,24.50360833
B13-01,4,121.084725,24.50472222
B13-01,5,121.0844472,24.50195
