,Site_N,Point,X_new,Y_new
1977,A34-02,6,120.25401,23.314
1979,A34-02,8,120.25028,23.31461
1980,A34-02,9,120.25341,23.31577
1981,A34-02,10,120.25558,23.31666
1984,A34-04,3,120.3476694,22.85956944
1985,A34-04,4,120.3489917,22.85793889
1986,A34-04,5,120.347425,22.85547778
1987,A34-04,6,120.3515222,22.85441944
1988,A34-04,7,120.34455,22.85131111
1989,A34-05,1,120.3884167,22.8861
1992,A34-05,4,120.3953722,22.887525
1993,A34-05,5,120.3970694,22.88910278
1999,A34-06,2,120.51969,22.744
2005,A34-07,1,120.29383,23.19973
2006,A34-07,2,120.29527,23.20208
2009,A34-07,5,120.30282,23.20414
2010,A34-07,6,120.30514,23.20293
2011,A34-07,7,120.30251,23.20049
2013,A34-07,9,120.29837,23.20742
2014,A34-07,10,120.30063,23.2068
2015,A34-08,1,120.393716,22.544507
2016,A34-08,2,120.389426,22.54506
2017,A34-08,3,120.38724,22.53912
2018,A34-08,4,120.383953,22.533886
2019,A34-08,5,120.391596,22.533544
2020,A34-08,6,120.389726,22.536617
2024,A34-08,10,120.39552,22.55382
2025,A34-17,1,120.2526,23.19833
2026,A34-17,2,120.25566,23.19962
2027,A34-17,3,120.25171,23.20134
2028,A34-17,4,120.25356,23.20131
2029,A34-17,5,120.25436,23.20309
2030,A34-17,6,120.25754,23.20137
2031,A34-17,7,120.26001,23.20385
2032,A34-17,8,120.25747,23.20385
2040,A34-21,11,120.0702778,23.04475
2041,A34-21,12,120.07425,23.04336111
2042,A34-21,13,120.0765,23.04005556
2043,A34-23,1,120.257,22.9378
2044,A34-23,2,120.25756,22.93584
2045,A34-23,3,120.25729,22.93321
2046,A34-23,4,120.25877,22.93125
2047,A34-23,5,120.25663,22.92792
2048,A34-23,6,120.2600389,22.935075
2049,A34-23,7,120.2608444,22.93322222
2050,A34-23,8,120.25871,22.92916
2053,A34-27,3,120.5439,22.71101
2054,A34-27,4,120.54194,22.71249
2067,A34-33,1,120.3447,22.64553
2068,A34-33,2,120.34111,22.64528
2069,A34-33,3,120.34047,22.64313
2070,A34-33,4,120.34213,22.64269
2071,A34-33,5,120.34828,22.65021
2072,A34-33,6,120.3481556,22.64664722
2073,A34-33,7,120.3494,22.64266
2074,A34-33,8,120.34644,22.64194
2075,A34-34,1,120.3524833,22.622225
2076,A34-34,2,120.35605,22.62200833
2077,A34-34,3,120.3547417,22.62380278
2080,A34-34,6,120.3561833,22.63080556
2081,A34-35,1,120.45862,22.63037
2082,A34-35,2,120.45914,22.62695
2083,A34-35,3,120.45918,22.62504
2084,A34-35,4,120.46052,22.62893
2085,A34-35,5,120.46302,22.62795
2086,A34-35,6,120.46359,22.62471
2087,A34-35,7,120.46479,22.62281
2088,A34-35,8,120.46697,22.62288
2089,A34-35,9,120.46698,22.62534
2091,A34-40,1,120.22334,22.99528
2092,A34-40,2,120.22334,22.99695
2093,A34-40,3,120.21972,22.99528
2094,A34-40,4,120.21939,22.99703
2095,A34-40,5,120.22006,22.99934
2096,A34-40,6,120.2175,22.99723
2097,A34-40,7,120.21556,22.99834
2098,A34-40,8,120.21778,23
2099,A34-40,9,120.21584,23.00028
2100,A34-40,10,120.21639,23.00222
2101,A34-42,1,120.30234,22.64836
2102,A34-42,2,120.29988,22.64868
2103,A34-42,3,120.29783,22.64871
2104,A34-42,4,120.29747,22.64669
2105,A34-42,5,120.29982,22.6465
2106,A34-42,6,120.3021,22.64622
2107,A34-42,7,120.30199,22.64451
2108,A34-42,8,120.29969,22.64458
2109,A34-42,9,120.29734,22.64474
2110,A34-43,1,120.23761,22.9405
2111,A34-43,2,120.23878,22.94169
2112,A34-43,3,120.23983,22.94303
2113,A34-43,4,120.24078,22.94408
2114,A34-43,5,120.24128,22.94528
2115,A34-43,6,120.24178,22.94664
2116,A34-43,7,120.24147,22.94789
2117,A34-43,8,120.24097,22.94914
2118,A34-43,9,120.24158,22.95083
2119,A34-43,10,120.24142,22.95264
2120,A34-45,1,120.28671,22.6556
2121,A34-45,2,120.2848,22.65686
2122,A34-45,3,120.28269,22.65667
2123,A34-45,4,120.28372,22.6589
2124,A34-45,5,120.28501,22.66084
2125,A34-45,6,120.28784,22.65986
2126,A34-45,7,120.28587,22.65913
2127,A34-45,8,120.28745,22.65796
2128,A34-47,1,120.3164444,22.73213333
2129,A34-47,2,120.3164917,22.73496944
2130,A34-47,3,120.3137833,22.73588056
2131,A34-47,4,120.3127667,22.73304444
2132,A34-47,5,120.3103833,22.73611944
2133,A34-47,6,120.3090722,22.73291667
2135,A34-47,8,120.3044028,22.73381667
2136,A34-48,1,120.3015,22.75722
2137,A34-48,2,120.29948,22.75611
2138,A34-48,3,120.2960139,22.75674167
2139,A34-48,4,120.2938944,22.75416111
2140,A34-48,5,120.29349,22.75202
2141,A34-48,6,120.29517,22.74989
2142,A34-48,7,120.30087,22.75
2143,A34-48,8,120.3039639,22.752125
2144,A34-48,9,120.30315,22.75512
2145,A34-49,1,120.46052,22.83581
2146,A34-49,2,120.4580639,22.835725
2148,A34-49,4,120.45215,22.83349167
2149,A34-49,5,120.4508306,22.83175278
2150,A34-49,6,120.4490972,22.82924722
2151,A34-49,7,120.4478278,22.82495278
2152,A34-49,8,120.4503861,22.82395
2153,A34-49,9,120.4542861,22.82523611
2154,A34-49,10,120.4580833,22.82309167
2155,A35-01,1,120.53355,23.53719722
2156,A35-01,2,120.535575,23.53761944
2161,A35-03,1,120.45661,23.43979
2162,A35-03,2,120.46004,23.44104
2163,A35-03,3,120.45936,23.43855
2165,A35-03,5,120.46116,23.43566
2167,A35-03,7,120.46011,23.44326
2168,A35-03,8,120.4581639,23.44282778
2169,A35-03,9,120.46341,23.44211
2170,A35-03,10,120.46279,23.44042
2175,A35-04,5,120.4687778,23.39158889
2177,A35-04,7,120.47392,23.38554
2178,A35-04,8,120.47567,23.38761
2181,A35-05,2,120.46214,23.28905
2182,A35-05,3,120.46023,23.28662
2183,A35-05,4,120.46022,23.28874
2184,A35-05,5,120.45789,23.28836
2185,A35-05,6,120.45574,23.287956
2186,A35-05,7,120.453467,23.289185
2188,A35-05,9,120.45149,23.28737
2191,A35-06,2,120.35445,23.25619
2192,A35-06,3,120.35381,23.25438
2193,A35-06,4,120.35108,23.25621
2194,A35-06,5,120.35239,23.25909
2195,A35-06,6,120.35018,23.26009
2196,A35-06,7,120.3465111,23.26166389
2197,A35-06,8,120.34934,23.26238
2200,A35-07,1,120.40667,23.48317
2201,A35-07,2,120.40388,23.48383
2202,A35-07,3,120.40192,23.48338
2203,A35-07,4,120.4002,23.48305
2204,A35-07,5,120.39785,23.48282
2205,A35-07,6,120.39613,23.48262
2206,A35-07,7,120.3939,23.48248
2207,A35-08,1,120.5715778,23.45109444
2209,A35-08,3,120.5769889,23.44915833
2210,A35-08,4,120.5757972,23.45135
2212,A35-08,6,120.5818778,23.44954444
2214,A35-08,8,120.58435,23.44803889
2215,A35-08,9,120.5869361,23.447425
2216,A35-08,10,120.5844944,23.44301111
2217,A35-09,1,120.6077639,23.43936389
2223,A35-09,7,120.6048889,23.44159722
2225,A35-09,9,120.6071611,23.44442222
2226,A35-09,10,120.6093667,23.44414722
2227,A35-10,1,120.55625,23.42811667
2228,A35-10,2,120.5579,23.42851667
2232,A35-10,6,120.5656,23.429
2234,A35-10,8,120.57045,23.42895
2235,A35-10,9,120.57295,23.42771667
2239,A35-12,3,120.328531,23.359068
2240,A35-12,4,120.329003,23.359277
2260,A35-15,4,120.500008,23.257852
2266,A35-16,2,120.47352,23.4622
2267,A35-16,3,120.48225,23.45943
2268,A35-16,4,120.4817,23.4612
2270,A35-16,6,120.4829333,23.4698
2271,A35-16,7,120.4869833,23.47528611
2274,A35-16,10,120.476,23.46825
2275,A35-18,1,120.4745833,23.47856944
2276,A35-18,2,120.4680556,23.48147222
2277,A35-18,3,120.4703639,23.48333333
2278,A35-18,5,120.4638889,23.48388889
2281,A35-19,1,120.4892278,23.47492778
2282,A35-19,2,120.4913417,23.47487778
2289,A35-19,9,120.48723,23.47309
2292,A36-01,3,120.615775,23.33542778
2294,A36-01,5,120.6166778,23.34063889
2307,A36-02,9,120.39732,23.23122
2308,A36-03,1,120.4338361,23.08994167
2309,A36-03,2,120.4374,23.0892
2310,A36-03,3,120.43258,23.08754
2312,A36-03,5,120.43484,23.085
2313,A36-03,6,120.43085,23.08989
2314,A36-03,7,120.4295,23.08862
2317,A36-03,10,120.4297778,23.08118611
2318,A36-05,1,120.35503,23.08426
2319,A36-05,2,120.351137,23.082362
2321,A36-05,4,120.347689,23.08298
2322,A36-05,5,120.35529,23.081413
2326,A36-14,1,120.5262639,23.12329722
2328,A36-14,3,120.5240306,23.12260278
2330,A36-14,5,120.5223,23.12868611
2331,A36-14,6,120.5193861,23.12744722
2333,A36-14,8,120.5149722,23.13007222
2335,A36-14,10,120.5299444,23.12883333
2337,A36-15,2,120.3696028,23.01573889
2338,A36-15,3,120.3703861,23.01094722
2339,A36-15,4,120.3721833,23.01212778
2340,A36-15,5,120.3734278,23.01349722
2341,A36-15,6,120.3754028,23.01405556
2344,A36-15,9,120.3740722,23.01718333
2345,A36-15,10,120.3726472,23.01558056
2352,A36-16,7,120.401542,22.980329
2356,A36-17,1,120.587,23.3025
2357,A36-17,2,120.586305,23.299987
2358,A36-17,3,120.58482,23.29879
2359,A36-17,4,120.584721,23.296951
2360,A36-17,5,120.58454,23.29512
2363,A36-17,8,120.58109,23.29157
2370,A37-01,7,120.660246,23.198346
2372,A37-02,2,120.5712917,23.02169722
2373,A37-02,4,120.56944,23.02228
2374,A37-02,5,120.5691194,23.02382222
2375,A37-02,6,120.57238,23.02381
2379,A37-03,1,120.46539,22.885228
2380,A37-03,2,120.46234,22.882635
2382,A37-03,4,120.449931,22.890322
2383,A37-03,5,120.45348,22.895066
2385,A37-04,1,120.53621,22.85675
2386,A37-04,2,120.53974,22.85508
2387,A37-04,3,120.54676,22.85348
2388,A37-04,4,120.5415,22.86436
2389,A37-04,5,120.53925,22.86478
2390,A37-04,6,120.53946,22.86243
2391,A37-04,7,120.54498,22.85725
2392,A37-04,8,120.53995,22.85788
2393,A37-04,9,120.53439,22.86616
2394,A37-07,1,120.4459417,22.97319722
2395,A37-07,2,120.4432472,22.97470556
2397,A37-07,4,120.4406194,22.97066111
2398,A37-07,5,120.4396917,22.96856111
2399,A37-07,6,120.4387139,22.96675
2400,A37-07,7,120.4377111,22.96463889
2401,A37-08,1,120.56654,22.97002
2402,A37-08,2,120.56877,22.97303
2405,A37-08,5,120.57403,22.96978
2407,A37-09,1,120.53382,22.95418
2408,A37-09,2,120.53545,22.95857
2409,A37-09,3,120.53739,22.96006
2410,A37-09,4,120.54076,22.95916
2411,A37-09,5,120.5422,22.96058
2413,A37-09,7,120.5586833,22.96095278
2414,A39-01,1,120.6698611,22.89315556
2415,A39-01,2,120.67296,22.89275
2416,A39-01,3,120.6768139,22.89564444
2417,A39-01,4,120.6793639,22.89796111
2418,A39-01,5,120.6822833,22.89509722
2419,A39-01,6,120.6846194,22.89226389
2420,A39-07,1,120.63351,22.70981
2421,A39-07,2,120.63546,22.71045
2422,A39-07,3,120.63927,22.71042
2423,A39-07,4,120.64218,22.71135
2424,A39-07,5,120.63882,22.70714
2425,A39-07,6,120.64166,22.70509
2428,A39-08,3,120.731525,22.74716111
2429,A39-08,4,120.7282778,22.74926944
2431,A39-08,6,120.7276472,22.75329722
2432,A39-08,7,120.7261167,22.75019722
2433,A40-10,1,120.4675,22.48
2434,A40-10,2,120.47222,22.48
2435,A40-10,3,120.47417,22.47833
2436,A40-10,4,120.47639,22.47917
2437,A40-10,5,120.47694,22.48306
2438,A40-10,6,120.47389,22.48139
2439,A40-10,8,120.47111,22.48472
2440,A40-11,1,120.49222,22.43944
2441,A40-11,2,120.49139,22.43778
2442,A40-11,3,120.49083,22.43611
2443,A40-11,4,120.48944,22.43444
2444,A40-11,5,120.49006,22.43284
2445,A40-11,6,120.49694,22.43333
2446,A40-11,7,120.49639,22.43556
2464,A40-15,1,120.6148167,22.64331667
2465,A40-15,2,120.61665,22.6447
2466,A40-15,3,120.61795,22.64196667
2473,A40-16,1,120.6062,22.64863
2474,A40-16,2,120.6107,22.64888
2475,A40-16,3,120.6135,22.65012
2476,A40-16,4,120.60962,22.65092
2477,A40-16,5,120.60643,22.65047
2478,A40-16,6,120.60762,22.64617
2479,A40-16,8,120.61144,22.64625
2480,A40-17,1,120.636967,22.515762
2481,A40-17,2,120.639067,22.515351
2482,A40-17,3,120.638674,22.51321
2483,A40-17,4,120.639389,22.511252
2484,A40-17,5,120.641694,22.510824
2485,A40-17,6,120.644106,22.510242
2486,A40-17,7,120.646168,22.509777
2487,A40-17,8,120.64824,22.509032
2488,A40-17,9,120.650582,22.509109
2489,A40-17,10,120.65293,22.507019
2490,A40-18,1,120.58291,22.54397
2491,A40-18,2,120.587136,22.543097
2492,A40-18,3,120.58992,22.542
2493,A40-18,4,120.59186,22.53951
2494,A40-18,5,120.58894,22.54012
2495,A40-18,6,120.58407,22.54084
2496,A40-18,7,120.58198,22.53887
2497,A40-18,8,120.58361,22.53615
2498,A40-18,9,120.58761,22.53625
2499,A40-18,10,120.59232,22.53671
2500,A41-01,1,120.7850389,21.95584722
2501,A41-01,2,120.7890722,21.95325
2502,A41-01,3,120.79449,21.95133
2503,A41-01,4,120.7984194,21.94945
2504,A41-01,5,120.78768,21.94686
2505,A41-01,6,120.784325,21.94804167
2506,A41-02,1,120.72969,21.95109
2507,A41-02,2,120.7216972,21.95219167
2508,A41-02,3,120.721025,21.94430556
2509,A41-02,4,120.7177722,21.95388333
2510,A41-02,5,120.7131,21.95250278
2511,A41-02,6,120.7127583,21.9485
2512,A41-02,7,120.73106,21.94506
2513,B06-01,2,121.486925,24.62412222
2542,B10-01,1,121.427953,24.709125
2543,B10-01,2,121.429233,24.710702
2544,B10-01,3,121.431652,24.710018
2545,B10-01,4,121.433532,24.710662
2550,B10-01,9,121.438557,24.711623
2551,B10-01,10,121.437159,24.713189
2561,B11-01,1,121.367393,24.402984
2562,B11-01,2,121.366801,24.406389
2563,B11-01,3,121.365324,24.403765
2564,B11-01,4,121.363583,24.404943
2565,B11-01,5,121.3614,24.403558
2566,B11-01,6,121.359899,24.406451
2567,B11-01,7,121.356536,24.405899
2568,B11-01,8,121.35875,24.407944
2569,B11-01,9,121.359871,24.410442
2570,B11-01,10,121.358643,24.412025
2576,B13-01,6,121.0827778,24.50083056
2581,B13-02,1,121.1133278,24.502175
2582,B13-02,2,121.1118389,24.50351944
2590,B13-03,2,121.11972,24.50472
2592,B13-03,4,121.12555,24.49945
2595,B13-03,7,121.13306,24.50417
2597,B14-01,1,121.33127,24.361
2598,B14-01,2,121.334287,24.362827
2599,B14-01,3,121.336911,24.363616
2601,B14-01,5,121.339892,24.3689
2602,B14-01,6,121.339751,24.371646
2604,B14-01,8,121.336612,24.373558
2605,B14-01,9,121.335523,24.375646
2607,B14-02,1,121.304614,24.385751
2608,B14-02,2,121.30533,24.383863
2609,B14-02,3,121.306459,24.382064
2610,B14-02,4,121.306326,24.380033
2611,B14-02,5,121.304178,24.380488
2612,B14-02,6,121.303611,24.382358
2613,B14-02,7,121.302709,24.384437
2614,B14-02,8,121.301059,24.382878
2615,B14-02,9,121.30062,24.385145
2616,B14-03,1,121.307858,24.349394
2620,B14-03,5,121.312078,24.358116
2621,B14-03,6,121.311088,24.360412
2622,B14-03,7,121.310966,24.362561
2623,B14-03,8,121.310527,24.364602
2638,B16-01,7,121.396643,24.180651
2641,B16-01,10,121.379985,24.17245
2643,B16-02,2,121.344055,24.187993
2644,B16-02,3,121.342266,24.185415
2649,B21-01,2,120.9858278,23.24786944
2651,B21-01,5,120.9869444,23.24163056
2652,B21-01,6,120.9837583,23.24043889
2653,B21-01,7,120.9844417,23.23823333
2654,B21-01,8,120.9861528,23.24015833
2655,B21-01,9,120.9894639,23.24136667
2656,B21-01,10,120.9911167,23.24472778
2657,B28-01,1,120.9229444,24.24488889
2658,B28-01,2,120.9260278,24.244
2659,B28-01,3,120.9284472,24.24402778
2660,B28-01,4,120.9295556,24.24494444
2661,B28-01,5,120.9337778,24.246
2662,B28-01,6,120.9352222,24.24569444
2663,B28-01,7,120.9334194,24.24770833
2664,B28-01,8,120.9347083,24.24752778
2665,B28-01,9,120.9355278,24.24651667
2666,B29-02,1,121.206656,24.157614
2667,B29-02,2,121.209341,24.156906
2668,B29-02,3,121.21249,24.156784
2670,B29-02,5,121.217526,24.161283
2671,B29-02,6,121.215283,24.161774
2672,B29-02,7,121.21308,24.162698
2673,B29-02,8,121.21072,24.163504
2674,B29-02,9,121.208189,24.162488
2675,B29-02,10,121.205633,24.164162
2676,B30-01,1,121.17478,24.091324
2677,B30-01,2,121.172938,24.089204
2678,B30-01,3,121.171106,24.087265
2680,B30-01,5,121.169359,24.083177
2681,B30-01,6,121.167646,24.081291
2682,B30-01,7,121.168489,24.079394
2683,B30-01,8,121.168782,24.077579
2684,B30-01,9,121.168799,24.07571
2685,B30-01,10,121.168668,24.073615
2686,B30-02,1,121.1281833,23.97454444
2687,B30-02,2,121.1293833,23.97623333
2688,B30-02,3,121.1311222,23.97511111
2689,B30-02,4,121.1338417,23.9749
2690,B30-02,5,121.132225,23.978125
2691,B30-02,6,121.1355278,23.97908889
2692,B30-02,7,121.1325806,23.98122222
2693,B30-02,8,121.1307056,23.98348333
2694,B30-02,9,121.1316917,23.98596389
2695,B30-02,10,121.1302111,23.98808889
2696,B30-04,1,121.187473,24.101557
2697,B30-04,2,121.191703,24.101742
2698,B30-04,3,121.195612,24.104536
2700,B30-04,5,121.197083,24.107884
2701,B30-04,6,121.195211,24.112266
2702,B30-04,7,121.191978,24.114996
2703,B30-04,8,121.198329,24.11228
2704,B30-04,9,121.193332,24.105758
2705,B30-04,10,121.189137,24.102846
2707,B30-07,2,121.156074,24.027804
2708,B30-07,3,121.161749,24.029505
2710,B30-07,5,121.166488,24.03043
2711,B30-07,6,121.169163,24.030535
2713,B30-07,8,121.160159,24.031637
2714,B30-07,9,121.162706,24.032691
2715,B30-07,10,121.160319,24.033705
2716,B32-01,1,120.8950778,23.52192222
2717,B32-01,2,120.8951,23.51936667
2718,B32-01,3,120.8928278,23.51745
2722,B32-01,7,120.8922306,23.50650556
2723,B32-01,8,120.8900889,23.50499722
2726,B32-02,3,120.908571,23.537575
2727,B32-02,4,120.912578,23.535717
2730,B32-02,7,120.910526,23.542497
2732,B32-02,9,120.914864,23.545037
2736,B32-05,4,120.8548278,23.85835556
2739,B32-05,7,120.8504194,23.86568333
2744,B32-10,5,120.799975,23.67339722
2745,B32-10,6,120.8013889,23.67316667
2746,B32-10,7,120.8027778,23.67301667
2748,B32-10,9,120.8022889,23.67027778
2750,B32-11,1,120.8007778,23.65763889
2753,B32-11,4,120.8048056,23.66272222
2754,B32-11,5,120.8042278,23.66013889
2755,B32-11,6,120.8054167,23.66172222
2756,B32-11,7,120.8063889,23.66293056
2757,B32-11,8,120.8053889,23.65976389
2765,B33-01,6,120.69628,23.60269
2766,B33-01,7,120.7038333,23.60202778
2767,B33-02,1,120.609432,23.560571
2769,B33-02,3,120.614967,23.563872
2770,B33-02,4,120.616939,23.566315
2773,B33-02,8,120.616469,23.562936
2774,B33-02,9,120.612762,23.56095
2775,B33-02,10,120.615504,23.561047
2777,B35-01,2,120.6895278,23.47552778
2778,B35-01,3,120.6924444,23.47261111
2779,B35-01,4,120.6880556,23.47436111
2781,B35-01,6,120.6828056,23.47752778
2782,B35-01,7,120.6849722,23.48077778
2783,B35-01,8,120.6854444,23.484
2784,B35-01,9,120.6748889,23.47969444
2787,B37-02,2,120.8789222,23.47486389
2789,B37-02,4,120.8740861,23.47540278
2794,B38-01,1,120.6936611,22.95943611
2795,B38-01,2,120.6882444,22.965925
2796,B38-01,3,120.6899333,22.96481111
2797,B38-01,4,120.6919139,22.96461389
2798,B38-01,5,120.6933806,22.96293889
2799,B38-01,6,120.6937361,22.96129444
2803,B38-07,4,120.779503,23.088346
2804,B38-07,5,120.782371,23.089135
2805,B38-07,6,120.785239,23.090313
2806,B38-07,7,120.786511,23.088716
2807,B38-07,8,120.787109,23.086848
2808,B38-07,9,120.789622,23.084232
2809,B38-07,10,120.791685,23.081896
2810,B38-08,1,120.716478,23.039814
2811,B38-08,2,120.717304,23.041874
2812,B38-08,3,120.718002,23.0437
2813,B38-08,4,120.718584,23.045615
2814,B38-08,5,120.720573,23.046179
2815,B38-08,6,120.720804,23.047994
2816,B38-08,7,120.721649,23.04973
2819,B38-08,10,120.724514,23.056336
2830,C14-02,5,121.25489,24.39147
2831,C14-02,6,121.254,24.39304
2852,C16-01,2,121.309253,24.184338
2869,C30-02,1,121.289221,24.166373
2877,C30-02,9,121.28288,24.15502
2882,C30-03,4,121.232393,24.116349
2892,C30-04,4,121.262405,24.119668
2893,C30-04,5,121.266383,24.121621
2894,C30-04,6,121.268821,24.120623
2946,A02-06,4,121.9273778,25.02155833
2950,A02-06,8,121.9231778,25.02205278
2953,A04-56,1,121.58382,24.97588306
2957,A04-56,5,121.5874961,24.96619694
2958,A04-56,6,121.5890561,24.96466611
2959,A04-57,1,121.503945,25.14006
2960,A04-57,2,121.50252,25.13859
2961,A04-57,3,121.50201,25.13644
2962,A04-57,4,121.50483,25.13664
2963,A04-57,5,121.50758,25.13663
2964,A04-57,6,121.509584,25.136992
2965,A05-20,1,121.4549833,24.88821667
2966,A05-20,2,121.4584667,24.88858333
2967,A05-20,3,121.46205,24.88915
2968,A05-20,4,121.4621333,24.88591667
2969,A05-20,5,121.46225,24.88183333
2970,A05-20,6,121.4625833,24.87991667
2971,A05-20,7,121.4616333,24.87761667
2973,A05-20,9,121.4567833,24.87265
2974,A09-06,1,121.3584722,25.09163889
2975,A09-06,2,121.3605,25.09052778
2976,A09-06,3,121.3623889,25.08991667
2977,A09-06,4,121.3651944,25.08780556
2978,A09-06,5,121.3666389,25.08652778
2979,A09-06,6,121.3626944,25.08619444
2980,A09-06,7,121.3626667,25.08819444
2983,A09-09,3,121.26353,25.095
2984,A09-09,4,121.26544,25.09424
2985,A09-09,5,121.26584,25.09208
2986,A09-09,6,121.26799,25.09107
2987,A09-09,7,121.26614,25.08833
2989,A09-17,1,121.3503139,25.00944444
2991,A09-17,3,121.3526361,25.008275
2992,A09-17,4,121.3532694,25.01136389
2993,A09-17,5,121.35451,25.013
2994,A09-17,6,121.3555389,25.01411389
2995,A09-17,7,121.3570528,25.01494167
2996,A09-17,8,121.3596,25.01600556
2997,A09-17,9,121.3615556,25.01194167
2998,A09-17,10,121.3633583,25.00844722
3000,A09-17,12,121.3594444,25.01361111
3001,A09-24,1,121.00146,24.78938
3002,A09-24,2,121.00223,24.78717
3003,A09-24,3,120.99986,24.78374
3004,A09-24,4,120.99467,24.78505
3005,A09-24,5,120.99522,24.78697
3006,A09-24,6,120.99549,24.78935
3007,A09-24,7,120.99792,24.78916
3008,A09-24,8,120.99942,24.78771
3009,A09-24,9,120.99794,24.78537
3010,A09-26,1,120.8663611,24.712975
3011,A09-26,2,120.8640389,24.71391389
3012,A09-26,3,120.8702472,24.71211389
3013,A09-26,4,120.8704972,24.71407222
3014,A09-26,5,120.8710556,24.71504444
3015,A09-26,6,120.8743361,24.71357222
3016,A09-26,7,120.8716083,24.71411667
3018,A09-43,1,121.2940917,25.06544722
3019,A09-43,2,121.2955111,25.06662778
3020,A09-43,3,121.2971861,25.06638056
3021,A09-43,4,121.2989306,25.06635833
3022,A09-43,5,121.3014694,25.06695833
3023,A09-43,6,121.3032278,25.06827222
3024,A09-43,7,121.3048667,25.069975
3025,A09-43,8,121.3047917,25.07169167
3026,A09-43,9,121.3049444,25.073225
3027,A09-43,10,121.3032639,25.07449444
3029,A17-12,2,121.54709,23.98309
3031,A17-12,4,121.54596,23.98151
3032,A17-12,5,121.54395,23.98184
3033,A17-12,6,121.54193,23.98145
3036,A17-14,1,121.5762472,24.01889167
3037,A17-14,2,121.5742806,24.02192222
3038,A17-14,3,121.5738111,24.01759167
3039,A17-14,4,121.571975,24.01868889
3040,A17-14,5,121.5691222,24.01774722
3041,A17-14,6,121.5684194,24.01992778
3042,A17-14,7,121.5662361,24.01671389
3043,A17-15,1,121.61661,23.9938
3044,A17-15,2,121.6141833,24.00073056
3045,A17-15,3,121.61132,23.99541
3046,A17-15,4,121.60979,23.98637
3047,A17-15,5,121.6127028,23.98589444
3050,A17-15,8,121.6136917,23.99086111
3051,A17-20,1,121.55783,23.91053
3052,A17-20,2,121.55847,23.91347
3053,A17-20,3,121.55781,23.91681
3054,A17-20,4,121.56239,23.91589
3055,A17-20,5,121.56644,23.914
3056,A17-20,6,121.5623333,23.91275
3057,A17-20,7,121.56206,23.90969
3058,A17-20,8,121.5581389,23.90727778
3059,A17-21,1,121.49616,23.96144
3063,A17-21,5,121.4931528,23.96389167
3069,A18-07,1,121.4084639,23.65826667
3070,A18-07,2,121.4094833,23.65992778
3073,A18-07,5,121.41383,23.66416
3074,A18-07,6,121.41494,23.66263
3075,A18-07,7,121.41413,23.66084
3076,A18-07,8,121.4133333,23.65909167
3077,A18-07,9,121.41271,23.65724
3078,A18-07,10,121.41184,23.65492
3079,A18-08,1,121.40355,23.62116111
3080,A18-08,2,121.41664,23.61477
3081,A18-08,3,121.4151,23.61329
3082,A18-08,4,121.4192306,23.61931111
3083,A18-08,5,121.4139306,23.61973056
3084,A18-08,6,121.4092194,23.61323889
3085,A19-14,1,121.39185,23.59803056
3086,A19-14,2,121.3906889,23.59408056
3087,A19-14,3,121.3975,23.58948889
3088,A19-14,4,121.39012,23.58905
3089,A19-14,5,121.39287,23.58522
3091,A19-14,7,121.3865611,23.59315
3092,A27-08,1,120.8980111,24.60911944
3093,A27-08,2,120.9000778,24.6085
3094,A27-08,3,120.901775,24.60925833
3095,A27-08,4,120.9037306,24.609475
3099,A27-08,8,120.9133778,24.61230833
3100,A27-08,9,120.911725,24.61511389
3101,A28-01,1,120.77911,24.47037
3102,A28-01,2,120.7720556,24.46758889
3103,A28-01,7,120.7736139,24.46922222
3104,A28-01,8,120.7762194,24.47065833
3105,A28-01,9,120.77684,24.47261
3106,A28-01,10,120.77887,24.47552
3113,A28-03,1,120.78854,24.40996
3114,A28-03,2,120.7883833,24.41278889
3115,A28-03,3,120.791604,24.411438
3117,A28-03,5,120.796718,24.414562
3118,A28-03,6,120.799316,24.416523
3119,A28-03,7,120.7916028,24.41143889
3121,A28-03,9,120.7967167,24.41456111
3122,A28-03,10,120.7993167,24.41652222
3125,A28-12,3,120.8658333,24.23999722
3129,A28-12,7,120.8594472,24.23610833
3134,A28-13,1,120.8402833,24.18221944
3136,A28-13,3,120.8383389,24.17861389
3137,A28-13,4,120.8388917,24.17638611
3139,A28-13,6,120.8358361,24.17138889
3140,A28-13,7,120.8402778,24.17083333
3141,A28-13,8,120.834796,24.168538
3143,A28-13,10,120.8427806,24.16694444
3144,A28-13,11,120.8347972,24.16853889
3146,A29-26,2,120.84657,23.96221
3149,A29-26,5,120.8411,23.95443
3150,A29-26,6,120.84089,23.95214
3155,A29-27,4,120.85456,23.94919
3177,A33-04,1,120.5532778,23.63179722
3179,A33-04,3,120.55711,23.63537
3180,A33-04,4,120.55586,23.63762
3181,A33-04,5,120.55453,23.63933
3182,A33-04,6,120.55872,23.63727
3183,A33-04,7,120.5601528,23.63875278
3184,A33-04,8,120.5606667,23.64060556
3186,A33-04,10,120.55483,23.64285
3187,A33-33,1,120.70118,23.93673
3188,A33-33,2,120.70369,23.93586
3189,A33-33,3,120.70262,23.93795
3190,A33-33,4,120.6994333,23.93881667
3191,A33-33,5,120.69897,23.93633
3192,A33-33,6,120.7044,23.93418
3199,A33-35,1,120.69439,23.89211
