"Site_N","Point","2015","2016","2017","2018","2019","2020","2021","2022"
"B17-01","7",NA,NA,NA,NA,NA,NA,NA,0
"B21-01","1",0,0,0,0,0,0,0,0
"B21-01","10",0,1,0,0,0,0,0,0
"B21-01","2",0,0,0,0,0,0,0,0
"B21-01","4",0,0,0,0,0,0,0,0
"B21-01","5",0,0,0,0,0,0,0,0
"B21-01","6",0,0,0,0,0,0,0,0
"B21-01","7",0,0,0,0,0,0,0,1
"B21-01","8",1,0,0,0,0,0,0,0
"B21-01","9",0,0,0,1,1,0,1,0
"B28-01","1",0,0,0,0,0,0,0,0
"B28-01","2",0,0,0,0,0,0,0,0
"B28-01","3",0,0,0,0,0,0,0,0
"B28-01","4",0,0,0,0,0,0,0,0
"B28-01","5",0,0,0,0,0,0,0,0
"B28-01","6",0,0,0,0,0,0,0,0
"B28-01","7",0,0,0,0,0,0,0,0
"B28-01","8",0,0,0,0,0,0,0,0
"B28-01","9",0,0,0,0,0,NA,NA,NA
"B28-04","10",NA,NA,0,0,NA,NA,NA,0
"B28-04","12",NA,NA,0,0,NA,NA,NA,0
"B28-04","13",NA,NA,0,0,NA,NA,NA,0
"B28-04","14",NA,NA,0,0,NA,NA,NA,0
"B28-04","15",NA,NA,0,0,NA,NA,NA,0
"B28-04","16",NA,NA,0,0,NA,NA,NA,0
"B28-04","17",NA,NA,0,0,NA,NA,NA,0
"B28-04","18",NA,NA,0,0,NA,NA,NA,0
"B28-04","5",NA,NA,0,0,NA,NA,NA,0
"B29-01","1",NA,NA,NA,NA,NA,0,0,0
"B29-01","2",NA,NA,NA,NA,NA,0,0,0
"B29-01","3",NA,NA,NA,NA,NA,0,0,0
"B29-01","4",NA,NA,NA,NA,NA,0,0,0
"B29-01","5",NA,NA,NA,NA,NA,0,0,0
"B29-01","6",NA,NA,NA,NA,NA,0,0,0
"B29-01","7",NA,NA,NA,NA,NA,0,0,0
"B29-02","1",0,0,0,0,0,0,0,NA
"B29-02","10",0,0,0,0,0,0,0,NA
"B29-02","2",0,0,0,0,0,0,0,NA
"B29-02","3",0,0,0,0,0,0,0,NA
"B29-02","4",0,0,0,0,0,0,0,NA
"B29-02","5",0,0,0,0,0,0,0,NA
"B29-02","6",0,0,0,0,0,0,0,NA
"B29-02","7",0,0,0,0,0,0,0,NA
"B29-02","8",0,0,0,0,0,0,0,NA
"B29-02","9",0,0,0,0,0,0,0,NA
"B30-01","1",0,0,0,0,0,0,0,0
"B30-01","10",0,0,0,0,0,0,0,0
"B30-01","2",0,0,0,0,0,0,0,0
"B30-01","3",0,0,0,0,0,0,0,0
"B30-01","4",0,0,0,0,0,0,0,0
"B30-01","5",0,0,0,0,0,0,0,0
"B30-01","6",0,0,0,0,0,0,0,0
"B30-01","7",0,0,0,0,0,0,0,0
"B30-01","8",0,0,0,0,0,0,0,0
"B30-01","9",0,0,0,0,0,0,0,0
"B30-02","1",0,0,0,0,0,0,0,0
"B30-02","10",0,0,0,0,0,0,0,0
"B30-02","2",0,0,0,0,0,0,0,0
"B30-02","3",0,0,0,0,0,0,0,0
"B30-02","4",0,0,0,0,0,0,0,0
"B30-02","5",0,0,0,0,0,0,0,0
"B30-02","6",0,0,0,0,0,0,0,0
"B30-02","7",0,0,0,0,0,0,0,0
"B30-02","8",0,0,0,0,0,0,0,0
"B30-02","9",0,1,0,0,0,0,0,0
"B30-04","1",0,0,0,0,0,0,0,0
"B30-04","10",0,0,0,0,0,0,0,0
"B30-04","2",0,0,0,0,0,0,0,0
"B30-04","3",0,0,0,0,0,0,0,0
"B30-04","4",0,0,0,0,0,0,0,0
"B30-04","5",0,0,0,0,0,0,0,0
"B30-04","6",0,0,0,0,0,0,0,0
"B30-04","7",0,0,0,0,0,0,0,0
"B30-04","8",0,0,0,0,0,0,0,0
"B30-04","9",0,1,0,0,0,0,0,0
"B32-01","1",0,0,0,0,0,0,NA,NA
"B32-01","2",0,0,0,0,0,0,NA,NA
"B32-01","3",0,0,0,0,0,0,NA,NA
"B32-01","4",0,0,0,0,0,0,NA,NA
"B32-01","5",0,0,0,0,0,0,NA,NA
"B32-01","6",0,0,0,0,0,0,NA,NA
"B32-01","7",0,0,0,0,0,0,NA,NA
"B32-01","8",0,0,0,0,0,0,NA,NA
"B32-02","1",0,0,0,0,0,0,NA,NA
"B32-02","2",0,0,0,0,0,0,NA,NA
"B32-02","3",0,0,0,0,0,0,NA,NA
"B32-02","4",0,0,0,0,0,0,NA,NA
"B32-02","5",0,0,0,0,0,0,NA,NA
"B32-02","6",0,0,0,0,0,0,NA,NA
"B32-02","7",0,0,0,0,0,0,NA,NA
"B32-02","8",0,0,0,0,0,0,NA,NA
"B32-02","9",0,0,0,0,0,0,NA,NA
"B32-03","1",NA,NA,NA,0,0,0,NA,0
"B32-03","2",NA,NA,NA,0,0,0,NA,0
"B32-03","3",NA,NA,NA,0,0,0,NA,0
"B32-03","4",NA,NA,NA,0,1,0,NA,0
"B32-03","5",NA,NA,NA,0,0,0,NA,0
"B32-03","6",NA,NA,NA,0,0,0,NA,0
"B32-03","7",NA,NA,NA,0,0,0,NA,0
"B32-04","1",NA,NA,NA,0,0,0,NA,NA
"B32-04","2",NA,NA,NA,0,0,0,NA,NA
"B32-04","3",NA,NA,NA,0,0,0,NA,NA
"B32-04","4",NA,NA,NA,0,0,0,NA,NA
"B32-04","5",NA,NA,NA,0,0,0,NA,NA
"B32-04","6",NA,NA,NA,0,0,0,NA,NA
"B32-04","7",NA,NA,NA,0,0,0,NA,NA
"B32-04","8",NA,NA,NA,0,0,0,NA,NA
"B32-04","9",NA,NA,NA,0,0,0,NA,NA
"B32-05","1",0,NA,NA,NA,NA,0,0,NA
"B32-05","2",0,NA,NA,NA,NA,0,0,NA
"B32-05","3",0,NA,NA,NA,NA,0,0,NA
"B32-05","4",0,NA,NA,NA,NA,0,0,NA
"B32-05","5",0,NA,NA,NA,NA,0,0,NA
"B32-05","6",0,NA,NA,NA,NA,0,0,NA
"B32-05","7",0,NA,NA,NA,NA,0,0,NA
"B33-01","1",0,0,1,0,0,0,0,0
"B33-01","2",0,0,0,0,0,1,0,0
"B33-01","3",0,0,0,0,0,0,0,0
"B33-01","4",1,0,0,0,0,0,0,0
"B33-01","5",0,0,0,0,0,0,0,0
"B33-01","6",0,0,0,0,0,0,0,0
"B33-01","7",0,0,0,0,0,0,0,0
"B33-02","1",0,0,NA,NA,NA,NA,NA,NA
"B33-02","10",0,0,NA,NA,NA,NA,NA,NA
"B33-02","2",0,0,NA,NA,NA,NA,NA,NA
"B33-02","3",0,0,NA,NA,NA,NA,NA,NA
"B33-02","4",0,0,NA,NA,NA,NA,NA,NA
"B33-02","6",0,0,NA,NA,NA,NA,NA,NA
"B33-02","7",0,0,NA,NA,NA,NA,NA,NA
"B33-02","8",0,0,NA,NA,NA,NA,NA,NA
"B33-02","9",0,0,NA,NA,NA,NA,NA,NA
"B36-02","1",NA,NA,NA,NA,NA,0,0,0
"B36-02","2",NA,NA,NA,NA,NA,0,0,NA
"B36-02","3",NA,NA,NA,NA,NA,0,0,0
"B36-02","4",NA,NA,NA,NA,NA,0,0,0
"B36-02","5",NA,NA,NA,NA,NA,0,0,0
"B36-02","6",NA,NA,NA,NA,NA,0,0,0
"B36-02","7",NA,NA,NA,NA,NA,NA,NA,0
"B37-01","1",NA,NA,NA,0,0,0,0,0
"B37-01","10",NA,NA,NA,0,0,0,0,0
"B37-01","2",NA,NA,NA,0,0,0,0,0
"B37-01","3",NA,NA,NA,0,0,0,0,0
"B37-01","4",NA,NA,NA,0,0,0,0,0
"B37-01","5",NA,NA,NA,0,0,0,0,0
"B37-01","6",NA,NA,NA,0,0,0,0,0
"B37-01","7",NA,NA,NA,0,0,0,0,0
"B37-01","8",NA,NA,NA,0,0,0,0,0
"B37-01","9",NA,NA,NA,0,0,0,0,0
"B37-02","1",0,0,0,0,0,0,0,0
"B37-02","2",0,0,0,0,0,0,0,0
"B37-02","3",0,0,0,0,0,0,0,0
"B37-02","4",0,0,0,0,0,0,0,0
"B37-02","5",0,0,0,0,1,0,0,0
"B37-02","6",0,0,0,0,0,0,0,0
"B37-02","7",0,0,0,0,0,0,0,0
"B37-02","8",0,0,0,0,0,0,0,0
"B37-03","1",NA,NA,NA,NA,NA,0,0,0
"B37-03","2",NA,NA,NA,NA,NA,0,0,0
"B37-03","3",NA,NA,NA,NA,NA,0,0,0
"B37-03","4",NA,NA,NA,NA,NA,1,0,1
"B37-03","5",NA,NA,NA,NA,NA,0,0,0
"B37-03","6",NA,NA,NA,NA,NA,0,0,0
"B37-03","7",NA,NA,NA,NA,NA,1,0,0
"B38-01","1",0,0,0,0,0,0,0,0
"B38-01","2",0,0,0,0,0,0,0,0
"B38-01","3",0,0,0,0,0,0,0,0
"B38-01","4",0,0,0,0,0,0,0,0
"B38-01","5",0,0,0,0,0,0,0,0
"B38-01","6",0,0,0,0,0,0,0,0
"B38-02","1",NA,NA,NA,NA,NA,0,0,NA
"B38-02","3",NA,NA,NA,NA,NA,0,0,NA
"B38-02","4",NA,NA,NA,NA,NA,1,0,NA
"B38-02","5",NA,NA,NA,NA,NA,0,0,NA
"B38-02","6",NA,NA,NA,NA,NA,0,0,NA
"B38-02","7",NA,NA,NA,NA,NA,0,0,NA
"B38-02","8",NA,NA,NA,NA,NA,0,0,NA
"B38-03","1",NA,NA,NA,NA,NA,0,0,NA
"B38-03","3",NA,NA,NA,NA,NA,0,0,NA
"B38-03","5",NA,NA,NA,NA,NA,0,0,NA
"B38-03","6",NA,NA,NA,NA,NA,0,0,NA
"B38-03","7",NA,NA,NA,NA,NA,0,0,NA
"B38-03","8",NA,NA,NA,NA,NA,0,0,NA
"B38-04","1",NA,NA,NA,NA,NA,0,0,NA
"B38-04","2",NA,NA,NA,NA,NA,0,0,NA
"B38-04","3",NA,NA,NA,NA,NA,0,0,NA
"B38-04","4",NA,NA,NA,NA,NA,0,0,NA
"B38-04","5",NA,NA,NA,NA,NA,0,0,NA
"B38-04","6",NA,NA,NA,NA,NA,0,0,NA
"B38-07","1",0,0,1,0,0,0,0,0
"B38-07","10",0,0,0,0,0,0,0,0
"B38-07","2",0,0,0,0,0,0,0,0
"B38-07","3",0,0,1,0,0,0,0,0
"B38-07","4",0,1,0,0,0,0,0,0
"B38-07","5",1,0,1,0,0,0,0,0
"B38-07","6",0,0,1,1,0,0,0,0
"B38-07","7",0,0,0,0,0,0,0,1
"B38-07","8",0,0,0,0,0,0,0,0
"B38-07","9",0,0,0,0,0,0,0,1
"B38-08","1",0,1,0,0,1,0,0,0
"B38-08","10",0,0,0,0,0,0,0,0
"B38-08","2",0,0,0,1,0,0,0,0
"B38-08","3",0,0,0,0,0,0,0,0
"B38-08","4",0,0,0,0,1,1,0,0
"B38-08","5",0,0,0,0,0,0,0,0
"B38-08","6",0,0,0,1,0,0,0,0
"B38-08","7",0,0,0,0,0,0,0,0
"B38-08","8",0,0,0,0,0,0,0,0
"B38-08","9",0,0,0,0,0,0,0,0
"C14-01","1",0,1,0,0,0,0,0,0
"C14-01","2",0,0,0,0,0,0,1,0
"C14-01","3",0,0,0,0,0,0,0,0
"C14-01","4",0,0,0,0,0,0,0,0
"C14-01","5",0,0,0,1,0,0,0,0
"C14-01","6",0,0,0,0,0,0,0,0
"C14-02","1",0,0,0,0,0,0,0,0
"C14-02","2",1,1,0,0,0,0,0,0
"C14-02","3",0,0,0,0,0,0,0,0
"C14-02","4",0,0,0,0,0,0,0,0
"C14-02","5",0,0,0,0,0,0,0,0
"C14-02","6",0,0,0,0,0,0,0,0
"C14-03","1",0,0,0,0,0,0,0,0
"C14-03","10",0,0,0,0,0,0,0,0
"C14-03","2",0,0,0,0,0,0,0,0
"C14-03","3",0,0,0,0,0,0,0,0
"C14-03","4",0,0,0,0,0,0,0,0
"C14-03","5",0,0,0,0,0,0,0,0
"C14-03","6",0,0,0,0,0,0,0,0
"C14-03","7",0,0,0,0,0,0,0,0
"C14-03","8",0,0,0,0,0,0,0,0
"C14-03","9",0,0,0,0,0,0,0,0
"C14-04","1",0,0,0,0,0,0,0,0
"C14-04","2",0,0,0,0,0,1,0,0
"C14-04","3",0,0,0,0,0,0,0,0
"C14-04","4",0,0,0,0,0,0,0,0
"C14-04","5",0,0,0,0,0,0,0,0
"C14-04","6",0,0,0,0,0,0,0,0
"C14-04","7",0,0,0,0,0,0,0,0
"C14-04","8",0,0,0,0,0,0,0,0
"C14-04","9",0,0,0,0,0,0,0,0
"C30-01","1",0,0,0,0,0,0,0,0
"C30-01","2",0,0,0,0,0,0,0,0
"C30-01","3",0,0,0,0,0,0,0,0
"C30-01","4",0,0,0,0,0,0,0,0
"C30-01","5",0,0,0,0,0,0,0,0
"C30-01","6",0,0,0,0,0,0,0,0
"C30-01","7",0,0,0,0,0,0,0,0
"C30-01","8",0,0,0,0,0,0,0,0
"C30-02","1",0,0,0,0,0,0,0,0
"C30-02","10",0,0,0,0,0,0,0,0
"C30-02","2",0,0,0,0,0,0,0,0
"C30-02","3",0,0,0,0,0,0,0,0
"C30-02","4",0,1,0,0,0,0,0,0
"C30-02","5",0,0,0,0,0,0,0,0
"C30-02","6",0,0,0,0,0,0,0,0
"C30-02","7",0,0,0,0,0,0,0,0
"C30-02","8",0,0,0,0,0,0,0,0
"C30-02","9",0,0,0,0,0,0,0,0
"C37-01","1",0,0,0,0,0,0,NA,0
"C37-01","10",0,0,0,0,0,0,NA,0
"C37-01","2",0,0,0,0,1,0,NA,0
"C37-01","3",1,0,1,0,0,0,NA,0
"C37-01","4",0,0,0,0,0,0,NA,0
"C37-01","5",0,0,0,0,0,0,NA,0
"C37-01","6",0,0,0,0,0,0,NA,0
"C37-01","7",0,0,0,0,0,0,NA,0
"C37-01","8",0,0,0,0,0,0,NA,0
"C37-01","9",0,0,0,0,0,0,NA,0
"C37-02","1",0,0,0,0,0,0,NA,0
"C37-02","2",0,0,0,0,0,0,NA,0
"C37-02","3",0,1,1,0,0,0,NA,0
"C37-02","4",0,0,0,0,0,0,NA,0
"C37-02","5",0,0,0,0,0,1,NA,0
"C37-02","6",0,0,0,0,0,0,NA,0
"C37-03","1",0,0,0,0,0,0,NA,0
"C37-03","10",0,0,0,0,0,0,NA,0
"C37-03","2",0,0,0,0,0,0,NA,0
"C37-03","3",0,0,0,0,0,0,NA,0
"C37-03","4",0,0,0,0,0,0,NA,0
"C37-03","5",0,0,0,0,0,0,NA,0
"C37-03","6",0,0,0,0,0,0,NA,0
"C37-03","7",0,0,0,0,0,0,NA,0
"C37-03","8",0,0,0,0,0,0,NA,0
"C37-03","9",0,0,0,0,0,0,NA,0
"C37-04","1",0,0,0,0,0,0,0,0
"C37-04","10",0,NA,NA,NA,NA,NA,NA,NA
"C37-04","2",0,0,0,1,0,0,0,1
"C37-04","3",0,0,0,0,0,0,0,0
"C37-04","4",0,0,0,0,0,0,0,0
"C37-04","5",0,0,0,0,0,0,0,0
"C37-04","6",0,0,0,0,0,0,0,0
"C37-04","7",0,0,0,0,0,0,0,0
"C37-04","8",0,0,0,0,0,0,0,0
"C37-04","9",0,0,0,NA,0,0,0,0
"C37-05","1",0,0,0,1,1,0,0,0
"C37-05","2",0,0,0,0,0,0,0,0
"C37-05","3",0,0,0,0,0,0,0,0
"C37-05","4",0,0,0,0,0,0,0,0
"C37-05","5",0,0,0,0,0,0,0,0
"C37-05","6",0,0,0,0,0,0,0,0
"C37-05","7",0,0,0,0,0,0,0,0
"C37-05","8",0,0,0,0,0,0,0,0
