"Site_N","Point","2015","2016","2017","2018","2019","2020","2021","2022"
"A29-02","4",0,0,0,0,0,0,0,0
"A29-02","5",0,0,0,0,0,0,0,0
"A29-02","6",0,0,0,0,0,0,0,0
"A29-02","7",0,0,0,0,0,0,0,0
"A29-03","10",0,0,0,0,0,0,0,0
"A29-03","2",0,0,0,0,0,0,0,0
"A29-03","3",0,0,0,0,0,0,0,0
"A29-03","4",0,0,0,0,0,0,0,0
"A29-03","5",0,0,0,0,0,0,0,0
"A29-03","6",0,0,0,0,0,0,0,0
"A29-03","7",0,0,0,0,0,0,0,0
"A29-03","8",0,0,0,0,0,0,0,0
"A29-03","9",0,0,0,0,0,0,0,0
"A29-04","1",0,0,0,0,0,0,0,0
"A29-04","10",0,0,0,0,0,0,0,0
"A29-04","2",0,0,0,0,0,0,0,0
"A29-04","3",0,0,0,0,0,0,0,0
"A29-04","4",0,0,0,0,0,0,0,0
"A29-04","5",0,0,0,0,0,0,0,0
"A29-04","6",0,0,0,0,0,0,0,0
"A29-04","7",0,0,0,0,0,0,0,0
"A29-04","8",0,0,0,0,0,0,0,0
"A29-04","9",0,0,0,1,0,0,0,0
"A29-05","10",NA,NA,0,0,0,0,0,0
"A29-05","3",0,0,NA,NA,NA,NA,NA,NA
"A29-05","4",0,0,0,0,0,0,0,0
"A29-05","5",1,0,0,0,0,0,0,0
"A29-05","6",0,0,0,0,0,0,0,0
"A29-05","7",0,0,0,0,0,0,0,0
"A29-05","8",0,0,NA,NA,NA,NA,NA,NA
"A29-05","9",NA,NA,0,0,0,0,0,0
"A29-06","1",0,0,0,0,0,0,0,0
"A29-06","2",0,0,0,0,0,0,0,0
"A29-06","3",0,0,0,0,0,0,0,0
"A29-06","4",0,0,0,0,0,0,0,0
"A29-06","5",0,0,0,0,0,0,0,0
"A29-06","6",0,0,0,0,0,0,0,0
"A29-06","7",0,0,0,0,0,0,0,0
"A29-07","1",NA,0,NA,0,0,0,NA,0
"A29-07","10",NA,0,NA,0,0,0,NA,0
"A29-07","2",NA,0,NA,0,0,0,NA,0
"A29-07","3",NA,0,NA,0,0,0,NA,0
"A29-07","4",NA,0,NA,0,0,0,NA,0
"A29-07","5",NA,0,NA,0,0,0,NA,0
"A29-07","6",NA,0,NA,0,0,0,NA,0
"A29-07","7",NA,0,NA,0,0,0,NA,0
"A29-07","8",NA,0,NA,0,0,0,NA,0
"A29-07","9",NA,0,NA,0,0,0,NA,0
"A29-08","1",0,0,0,0,0,0,0,0
"A29-08","2",0,0,0,0,0,0,0,0
"A29-08","3",0,0,0,0,0,0,0,0
"A29-08","4",0,0,0,0,0,0,0,0
"A29-08","5",0,0,0,0,0,0,0,0
"A29-08","6",0,0,0,0,0,0,0,0
"A29-08","7",0,0,0,0,0,0,0,0
"A29-10","1",NA,NA,0,0,NA,NA,0,0
"A29-10","2",NA,NA,0,0,NA,NA,0,0
"A29-10","3",NA,NA,0,0,NA,NA,0,0
"A29-10","4",NA,NA,0,0,NA,NA,0,0
"A29-10","5",NA,NA,0,0,NA,NA,0,0
"A29-10","6",NA,NA,0,0,NA,NA,0,0
"A29-10","7",NA,NA,NA,NA,NA,NA,0,0
"A29-11","1",0,NA,NA,NA,0,0,0,0
"A29-11","2",0,NA,NA,NA,0,0,0,0
"A29-11","3",0,NA,NA,NA,0,0,0,0
"A29-11","4",0,NA,NA,NA,0,0,0,0
"A29-11","5",0,NA,NA,NA,0,0,0,0
"A29-11","6",0,NA,NA,NA,0,0,0,0
"A29-11","7",0,NA,NA,NA,0,0,0,0
"A29-11","8",0,NA,NA,NA,0,0,0,0
"A29-12","1",NA,NA,0,0,0,0,0,NA
"A29-12","2",NA,NA,0,0,0,0,0,NA
"A29-12","3",NA,NA,0,0,0,0,0,NA
"A29-12","4",NA,NA,0,0,0,0,0,NA
"A29-12","5",NA,NA,0,0,0,0,0,NA
"A29-12","6",NA,NA,0,0,0,0,0,NA
"A29-12","7",NA,NA,0,0,0,0,0,NA
"A29-13","1",NA,NA,0,0,0,0,0,0
"A29-13","10",NA,NA,0,0,0,0,0,0
"A29-13","2",NA,NA,0,0,0,0,0,0
"A29-13","3",NA,NA,0,0,0,0,0,0
"A29-13","4",NA,NA,0,0,0,0,0,0
"A29-13","5",NA,NA,0,0,0,0,0,0
"A29-13","6",NA,NA,0,0,0,0,0,0
"A29-13","7",NA,NA,0,0,0,0,0,0
"A29-13","8",NA,NA,0,0,0,0,0,0
"A29-13","9",NA,NA,0,0,0,0,0,0
"A29-14","1",NA,NA,NA,0,NA,0,0,0
"A29-14","2",NA,NA,NA,0,NA,0,0,0
"A29-14","3",NA,NA,NA,0,NA,0,0,0
"A29-14","4",NA,NA,NA,0,NA,0,0,0
"A29-14","5",NA,NA,NA,0,NA,0,0,0
"A29-14","6",NA,NA,NA,0,NA,0,0,0
"A29-14","7",NA,NA,NA,0,NA,0,0,0
"A29-15","1",NA,NA,NA,NA,NA,0,0,0
"A29-15","2",NA,NA,NA,NA,NA,0,0,0
"A29-15","3",NA,NA,NA,NA,NA,0,0,0
"A29-15","4",NA,NA,NA,NA,NA,0,0,0
"A29-15","5",NA,NA,NA,NA,NA,0,0,0
"A29-15","6",NA,NA,NA,NA,NA,0,0,0
"A29-15","7",NA,NA,NA,NA,NA,0,0,0
"A29-15","8",NA,NA,NA,NA,NA,0,0,0
"A29-15","9",NA,NA,NA,NA,NA,0,0,0
"A30-03","1",0,0,0,0,0,0,0,0
"A30-03","2",0,0,0,0,0,0,0,0
"A30-03","3",0,0,0,0,0,0,0,0
"A30-03","4",0,0,0,0,0,0,0,0
"A30-03","5",0,0,0,0,0,0,0,0
"A30-03","6",0,0,0,0,0,0,0,0
"A30-03","7",0,0,0,0,0,0,0,0
"A30-03","8",0,0,0,0,0,0,0,0
"A32-01","1",0,0,0,0,0,0,0,0
"A32-01","2",0,0,0,0,0,0,0,0
"A32-01","3",0,0,0,0,0,0,0,0
"A32-01","4",0,0,0,0,0,0,0,0
"A32-01","5",0,0,0,0,0,0,0,0
"A32-01","6",0,0,0,0,0,0,0,0
"A32-02","1",0,0,0,0,0,0,0,0
"A32-02","10",0,0,0,0,0,0,0,0
"A32-02","2",0,1,0,0,0,0,0,0
"A32-02","3",0,0,0,0,0,1,0,0
"A32-02","4",0,0,0,0,0,0,0,0
"A32-02","5",1,0,0,0,0,0,1,0
"A32-02","6",0,0,0,1,0,0,0,0
"A32-02","7",0,0,1,1,0,0,0,0
"A32-02","8",0,0,0,0,0,0,0,0
"A32-02","9",0,0,0,0,0,0,0,0
"A32-03","1",0,0,0,0,0,0,0,0
"A32-03","10",0,0,0,0,0,0,0,0
"A32-03","2",0,0,0,0,0,0,0,0
"A32-03","3",0,0,0,0,0,0,0,0
"A32-03","4",0,0,0,0,0,0,0,0
"A32-03","5",0,0,0,0,0,0,0,0
"A32-03","6",0,0,0,0,0,0,0,0
"A32-03","7",0,0,0,0,0,0,0,0
"A32-03","8",0,0,0,0,0,0,0,0
"A32-03","9",0,0,0,0,0,0,0,0
"A32-04","1",0,0,0,0,0,0,0,0
"A32-04","2",0,0,0,0,0,0,0,0
"A32-04","3",0,0,0,0,0,0,0,0
"A32-04","5",0,0,0,0,0,0,0,0
"A32-04","6",0,0,0,0,0,0,0,0
"A32-04","7",0,0,0,0,0,0,0,0
"A32-04","8",0,0,0,0,0,0,0,0
"A32-04","9",0,0,0,0,0,0,0,0
"A32-05","1",NA,NA,NA,0,0,0,0,0
"A32-05","2",NA,NA,NA,0,0,0,0,0
"A32-05","3",NA,NA,NA,0,0,0,0,0
"A32-05","4",NA,NA,NA,0,0,0,0,0
"A32-05","5",NA,NA,NA,0,0,0,0,0
"A32-05","6",NA,NA,NA,0,0,0,0,0
"A32-05","7",NA,NA,NA,0,0,0,0,0
"A32-05","8",NA,NA,NA,0,0,0,0,0
"A32-06","1",0,0,0,0,0,0,0,0
"A32-06","2",0,0,0,0,0,0,0,0
"A32-06","3",0,0,0,0,0,0,0,0
"A32-06","4",0,0,0,0,0,0,0,0
"A32-06","5",0,0,0,0,0,0,0,0
"A32-06","6",0,0,0,0,0,0,0,0
"A32-06","7",0,0,0,0,0,0,0,0
"A32-07","1",0,0,0,0,0,0,0,0
"A32-07","2",0,0,0,0,0,0,0,0
"A32-07","3",0,0,0,0,0,0,0,0
"A32-07","4",0,0,0,0,0,0,0,0
"A32-07","5",0,0,0,0,0,0,0,0
"A32-07","6",0,0,0,0,0,0,0,0
"A32-07","7",0,0,0,0,0,0,0,0
"A33-01","1",0,0,0,0,0,0,0,0
"A33-01","2",0,0,0,0,0,0,0,0
"A33-01","3",0,0,0,0,0,0,0,0
"A33-01","6",0,0,0,0,0,0,0,0
"A33-01","7",0,0,0,0,0,0,0,0
"A33-01","8",0,0,0,0,0,0,0,0
"A33-01","9",0,0,0,0,0,0,0,0
"A33-02","1",0,0,0,0,0,0,0,0
"A33-02","10",0,0,0,0,0,0,0,0
"A33-02","2",0,0,0,0,0,0,1,0
"A33-02","3",0,0,0,0,0,0,0,0
"A33-02","5",0,0,0,0,0,0,0,0
"A33-02","6",0,0,0,0,0,0,0,0
"A33-02","7",0,0,0,0,0,0,0,0
"A33-02","8",0,0,0,0,0,0,0,0
"A33-02","9",0,0,0,0,0,0,0,0
"A33-03","1",0,0,0,0,0,0,0,0
"A33-03","10",0,0,0,0,0,0,0,0
"A33-03","2",0,0,0,0,0,0,0,0
"A33-03","3",0,0,0,0,0,0,0,0
"A33-03","4",0,0,0,0,0,0,0,0
"A33-03","5",0,0,0,0,0,0,0,0
"A33-03","6",0,0,0,0,0,0,0,0
"A33-03","7",0,0,0,0,0,0,0,0
"A33-03","8",0,0,0,0,0,0,0,0
"A33-03","9",0,0,0,0,0,0,0,0
"A33-04","1",NA,0,0,NA,NA,NA,NA,NA
"A33-04","10",NA,0,0,NA,NA,NA,NA,NA
"A33-04","2",NA,0,0,NA,NA,NA,NA,NA
"A33-04","3",NA,0,0,NA,NA,NA,NA,NA
"A33-04","4",NA,0,0,NA,NA,NA,NA,NA
"A33-04","5",NA,0,0,NA,NA,NA,NA,NA
"A33-04","6",NA,0,0,NA,NA,NA,NA,NA
"A33-04","7",NA,0,0,NA,NA,NA,NA,NA
"A33-04","8",NA,0,0,NA,NA,NA,NA,NA
"A33-04","9",NA,0,0,NA,NA,NA,NA,NA
"A33-05","1",0,NA,NA,NA,NA,0,0,0
"A33-05","2",0,NA,NA,NA,NA,0,0,0
"A33-05","3",0,NA,NA,NA,NA,0,0,0
"A33-05","4",0,NA,NA,NA,NA,0,0,0
"A33-05","5",0,NA,NA,NA,NA,0,0,0
"A33-05","6",0,NA,NA,NA,NA,0,0,0
"A33-06","1",0,0,0,0,0,0,0,0
"A33-06","3",0,0,0,0,0,0,0,0
"A33-06","4",0,0,0,0,0,0,0,0
"A33-06","5",0,0,0,0,0,0,0,0
"A33-06","6",0,0,0,0,0,0,0,0
"A33-06","7",0,0,0,0,0,0,0,0
"A33-07","1",1,0,0,0,0,0,0,0
"A33-07","10",0,0,0,0,0,0,0,0
"A33-07","2",0,0,0,0,0,0,0,0
"A33-07","3",0,0,0,0,0,0,0,0
"A33-07","4",0,0,0,0,0,0,0,0
"A33-07","5",0,0,0,0,0,0,0,0
"A33-07","6",0,0,0,0,0,0,0,0
"A33-07","7",0,0,0,0,0,0,0,0
"A33-07","8",0,0,0,0,0,0,0,0
"A33-07","9",0,0,0,0,0,0,0,0
"A33-08","10",0,0,0,0,0,0,1,0
"A33-08","2",1,1,1,1,0,1,0,0
"A33-08","3",0,0,1,0,1,1,1,NA
"A33-08","4",0,0,1,1,1,1,1,0
"A33-08","5",0,1,1,0,0,1,1,0
"A33-08","6",0,0,0,0,0,1,0,0
"A33-08","7",0,0,0,1,0,0,0,1
"A33-08","8",1,0,0,0,0,0,1,1
"A33-08","9",0,0,0,0,1,0,1,0
"A33-09","1",0,0,0,0,0,0,0,0
"A33-09","10",0,0,0,0,0,0,0,0
"A33-09","2",0,0,0,0,0,0,0,0
"A33-09","3",0,0,0,0,0,0,0,0
"A33-09","4",0,0,0,0,0,0,0,0
"A33-09","5",0,0,0,0,0,0,0,0
"A33-09","6",0,0,0,0,0,0,0,0
"A33-09","7",0,0,0,0,0,0,0,0
"A33-09","8",0,0,0,0,0,0,0,0
"A33-09","9",0,0,0,0,0,0,0,0
"A33-10","1",0,0,0,0,0,0,0,0
"A33-10","10",0,0,0,0,0,0,0,0
"A33-10","2",0,0,0,0,0,0,0,0
"A33-10","3",0,0,0,0,0,0,0,0
"A33-10","4",0,0,0,0,0,0,0,0
"A33-10","5",0,0,0,0,0,0,0,0
"A33-10","6",0,0,0,0,0,0,0,0
"A33-10","7",0,0,0,0,0,0,0,0
"A33-10","8",0,0,0,0,0,0,0,0
"A33-10","9",0,0,0,0,0,0,0,0
"A33-11","1",0,0,0,0,0,0,0,0
"A33-11","10",0,0,0,0,0,0,0,0
"A33-11","2",0,0,0,0,0,0,0,0
"A33-11","3",0,0,0,0,0,0,0,0
"A33-11","4",0,0,0,0,0,0,0,0
"A33-11","5",0,0,0,0,0,0,0,NA
"A33-11","6",0,0,0,0,0,0,0,0
"A33-11","7",0,0,0,0,0,0,0,0
"A33-11","8",0,0,0,0,0,0,0,0
"A33-11","9",0,0,0,0,0,0,0,0
"A33-12","1",0,0,0,0,0,0,0,NA
"A33-12","10",0,0,0,0,0,0,0,NA
"A33-12","2",0,0,0,0,0,0,0,NA
"A33-12","3",0,0,0,0,0,0,0,NA
"A33-12","4",0,0,0,0,0,0,0,NA
"A33-12","5",0,0,0,0,0,0,0,NA
"A33-12","7",0,0,0,0,0,0,0,NA
"A33-12","8",0,0,0,0,0,0,0,NA
"A33-12","9",0,0,0,0,0,0,0,NA
"A33-13","1",0,0,0,0,0,0,0,0
"A33-13","10",0,0,0,0,0,0,0,0
"A33-13","2",0,0,0,0,0,0,0,0
"A33-13","3",0,0,0,0,0,0,0,0
"A33-13","4",0,0,0,0,0,0,0,0
"A33-13","5",0,0,0,0,0,0,0,0
"A33-13","6",0,0,0,0,0,0,0,0
"A33-13","7",0,0,0,0,0,0,0,0
"A33-13","8",0,0,0,0,0,0,0,0
"A33-13","9",0,0,0,0,0,0,0,0
"A33-14","1",0,0,0,0,0,0,0,0
"A33-14","10",0,0,0,0,0,0,0,0
"A33-14","2",0,0,0,0,0,0,0,0
"A33-14","3",0,0,0,0,0,0,0,0
"A33-14","4",0,0,0,0,0,0,0,0
"A33-14","5",0,0,0,0,0,0,0,0
"A33-14","6",0,0,0,0,0,0,0,0
"A33-14","7",0,0,0,0,0,0,0,0
"A33-14","8",0,0,0,0,0,0,0,0
"A33-14","9",0,0,0,0,0,0,0,0
"A33-15","1",0,0,0,0,0,0,0,0
"A33-15","10",0,0,0,0,0,0,0,0
"A33-15","2",0,0,0,0,0,0,0,0
"A33-15","3",0,0,0,0,0,0,0,0
"A33-15","4",0,0,0,0,0,0,0,0
"A33-15","5",0,0,0,0,0,0,0,0
"A33-15","6",0,0,0,0,0,0,0,0
"A33-15","7",0,0,0,0,0,0,0,0
"A33-15","8",0,0,0,0,0,0,0,0
"A33-15","9",0,0,0,0,0,0,0,0
"A33-16","1",0,0,0,0,0,0,0,0
"A33-16","2",0,0,0,0,0,0,0,0
"A33-16","3",0,0,0,0,0,0,0,0
"A33-16","4",0,0,0,0,0,0,0,0
"A33-16","5",0,0,0,0,0,0,0,0
"A33-16","6",0,0,0,0,0,0,0,0
"A33-16","7",0,0,0,0,0,0,0,0
"A33-17","1",NA,NA,NA,NA,NA,NA,0,0
"A33-17","2",NA,NA,NA,NA,NA,NA,0,0
"A33-17","3",NA,NA,NA,NA,NA,NA,0,0
"A33-17","4",NA,NA,NA,NA,NA,NA,0,0
"A33-17","5",NA,NA,NA,NA,NA,NA,0,0
"A33-17","6",NA,NA,NA,NA,NA,NA,0,0
"A33-17","7",NA,NA,NA,NA,NA,NA,0,0
"A33-17","8",NA,NA,NA,NA,NA,NA,0,0
"A33-18","1",0,0,0,0,0,0,NA,0
"A33-18","10",0,0,0,0,0,0,NA,0
"A33-18","2",0,0,0,0,0,0,NA,0
"A33-18","3",0,0,0,0,0,0,NA,0
"A33-18","4",0,0,0,0,0,0,NA,0
"A33-18","5",0,0,0,0,0,0,NA,0
"A33-18","6",0,0,0,0,0,0,NA,0
"A33-18","7",0,0,0,0,0,0,NA,0
"A33-18","8",0,0,0,0,0,0,NA,0
"A33-18","9",0,0,0,0,0,0,NA,0
"A33-23","1",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","10",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","2",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","3",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","4",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","5",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","6",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","7",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","8",NA,NA,0,NA,NA,NA,NA,NA
"A33-23","9",NA,NA,0,NA,NA,NA,NA,NA
"A34-01","1",0,NA,NA,NA,NA,0,0,0
"A34-01","2",0,NA,NA,NA,NA,0,0,0
"A34-01","3",0,NA,NA,NA,NA,0,0,0
"A34-01","4",0,NA,NA,NA,NA,0,0,0
"A34-01","5",0,NA,NA,NA,NA,0,0,0
"A34-01","6",0,NA,NA,NA,NA,0,0,0
"A34-01","7",0,NA,NA,NA,NA,0,0,0
"A34-02","1",0,0,0,0,0,0,0,NA
"A34-02","10",0,0,0,0,0,0,0,NA
"A34-02","2",0,0,0,0,0,0,0,NA
"A34-02","3",0,0,0,0,0,0,0,NA
"A34-02","4",0,0,0,0,0,0,0,NA
"A34-02","5",0,0,0,0,0,0,0,NA
"A34-02","6",0,0,0,0,0,0,0,NA
"A34-02","7",0,0,0,0,0,0,0,NA
"A34-02","8",0,0,0,0,0,0,0,NA
"A34-02","9",0,0,0,0,0,0,0,NA
"A34-03","1",NA,0,0,0,0,0,0,0
"A34-03","2",NA,0,0,0,0,0,0,0
"A34-03","3",NA,0,0,0,0,0,0,0
"A34-03","4",NA,0,0,0,0,0,0,0
"A34-03","5",NA,0,0,0,0,0,0,0
"A34-03","6",NA,0,0,0,0,0,0,0
"A34-03","7",NA,0,0,0,0,0,0,0
"A34-03","8",NA,0,0,0,0,0,0,0
"A34-03","9",NA,0,0,0,0,0,0,0
"A34-04","1",0,0,0,0,0,0,0,0
"A34-04","2",0,0,0,0,0,0,0,0
"A34-04","3",0,0,0,0,0,0,0,0
"A34-04","4",0,0,0,NA,NA,NA,NA,0
"A34-04","5",1,0,0,0,0,0,0,0
"A34-04","6",0,0,0,0,0,0,0,0
"A34-04","7",0,0,0,0,0,0,0,0
"A34-04","8",NA,NA,NA,0,0,0,0,NA
"A34-05","1",0,0,0,0,0,0,0,0
"A34-05","2",0,0,0,0,0,0,0,0
"A34-05","3",0,0,0,0,0,0,0,0
"A34-05","4",0,0,0,0,0,0,0,0
"A34-05","5",0,0,0,0,0,0,0,0
"A34-05","6",0,0,0,0,0,0,0,0
"A34-05","7",0,0,0,0,0,0,0,0
"A34-05","8",0,0,0,0,0,0,0,0
"A34-05","9",0,0,0,0,0,0,0,0
"A34-06","1",0,0,0,0,0,0,0,0
"A34-06","2",0,0,0,0,0,0,0,0
"A34-06","3",0,0,0,0,0,0,0,0
"A34-06","4",0,0,0,0,0,0,0,0
"A34-06","5",0,0,0,0,0,0,0,0
"A34-06","6",0,0,0,0,0,0,0,0
"A34-06","7",0,0,0,0,0,0,0,0
"A34-07","1",0,0,0,0,0,0,0,0
"A34-07","10",0,0,0,0,0,0,0,0
"A34-07","2",0,0,0,0,0,0,0,0
"A34-07","3",0,0,0,0,0,0,0,0
"A34-07","4",0,0,0,0,0,0,0,0
"A34-07","5",0,0,0,0,0,0,0,0
"A34-07","6",0,0,0,0,0,0,0,0
"A34-07","7",0,0,0,0,0,0,0,0
"A34-07","8",0,0,0,0,0,0,0,0
"A34-07","9",0,0,0,0,0,0,0,0
"A34-08","1",0,0,0,0,0,0,0,0
"A34-08","10",0,0,0,0,0,0,0,0
"A34-08","2",0,0,0,0,0,0,0,0
"A34-08","3",0,0,0,0,0,0,0,0
"A34-08","4",0,0,0,0,0,0,0,0
"A34-08","5",0,0,0,0,0,0,0,0
"A34-08","6",0,0,0,0,0,0,0,0
"A34-08","7",0,0,0,0,0,0,0,0
"A34-08","8",0,0,0,0,0,0,0,0
"A34-08","9",0,0,0,0,0,0,0,0
"A34-17","1",0,0,0,0,0,0,0,0
"A34-17","10",0,0,0,0,0,0,0,0
"A34-17","2",0,0,0,0,0,0,0,0
"A34-17","3",0,0,0,0,0,0,0,0
"A34-17","4",0,0,0,0,0,0,0,0
"A34-17","5",0,0,0,0,0,0,0,0
"A34-17","6",0,0,0,0,0,0,0,0
"A34-17","7",0,0,0,0,0,0,0,0
"A34-17","8",0,0,0,0,0,0,0,0
"A34-17","9",0,0,0,0,0,0,0,0
"A34-20","1",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","2",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","3",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","4",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","5",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","6",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","7",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","8",NA,NA,NA,NA,NA,NA,NA,0
"A34-20","9",NA,NA,NA,NA,NA,NA,NA,0
"A34-21","10",0,0,NA,NA,NA,NA,NA,NA
"A34-21","11",0,0,NA,NA,NA,NA,NA,NA
"A34-21","12",0,0,NA,NA,NA,NA,NA,NA
"A34-21","13",0,0,NA,NA,NA,NA,NA,NA
"A34-21","3",NA,0,NA,NA,NA,NA,NA,NA
"A34-21","4",NA,0,NA,NA,NA,NA,NA,NA
"A34-21","5",0,NA,NA,NA,NA,NA,NA,NA
"A34-21","6",0,0,NA,NA,NA,NA,NA,NA
"A34-21","7",0,0,NA,NA,NA,NA,NA,NA
"A34-21","8",0,0,NA,NA,NA,NA,NA,NA
"A34-22","10",NA,0,0,0,0,0,0,0
"A34-22","4",NA,0,0,0,0,0,0,0
"A34-22","5",NA,0,0,0,0,0,0,0
"A34-22","6",NA,0,0,0,0,0,0,0
"A34-22","7",NA,0,0,0,0,0,0,0
"A34-22","8",NA,0,0,0,0,0,0,0
"A34-22","9",NA,0,0,0,0,0,0,0
"A34-23","1",0,0,0,0,0,0,0,0
"A34-23","2",0,0,0,0,0,0,0,0
"A34-23","3",0,0,0,0,0,0,0,0
"A34-23","4",0,0,0,0,0,0,0,0
"A34-23","5",0,0,0,0,0,0,0,0
"A34-23","6",0,0,0,0,0,0,0,0
"A34-23","7",0,0,0,0,0,0,0,0
"A34-23","8",0,0,0,0,0,0,0,0
"A34-24","1",NA,0,NA,0,0,0,0,0
"A34-24","2",NA,0,NA,0,0,0,0,0
"A34-24","3",NA,0,NA,0,0,0,0,0
"A34-24","4",NA,0,NA,0,0,0,0,0
"A34-24","5",NA,0,NA,0,0,0,0,0
"A34-24","6",NA,0,NA,0,0,0,0,0
"A34-24","7",NA,0,NA,0,0,0,0,0
"A34-24","8",NA,0,NA,0,0,0,0,0
"A34-25","1",NA,0,0,0,0,0,0,0
"A34-25","2",NA,0,0,0,0,0,0,0
"A34-25","3",NA,0,0,0,0,0,0,0
"A34-25","4",NA,0,0,0,0,0,0,0
"A34-25","5",NA,0,0,0,0,0,0,0
"A34-25","6",NA,0,0,0,0,0,0,0
"A34-25","7",NA,0,0,0,0,0,0,0
"A34-25","8",NA,0,0,0,0,0,0,0
"A34-26","1",NA,0,NA,NA,0,0,0,0
"A34-26","2",NA,0,NA,NA,0,0,0,0
"A34-26","3",NA,0,NA,NA,0,0,0,0
"A34-26","4",NA,0,NA,NA,0,0,0,0
"A34-26","5",NA,0,NA,NA,0,0,0,0
"A34-26","6",NA,0,NA,NA,0,0,0,0
"A34-26","7",NA,0,NA,NA,0,0,0,0
"A34-26","8",NA,0,NA,NA,0,0,0,0
"A34-27","1",0,0,0,0,NA,NA,NA,NA
"A34-27","2",0,0,0,0,NA,NA,NA,NA
"A34-27","3",0,0,0,0,NA,NA,NA,NA
"A34-27","4",0,0,0,0,NA,NA,NA,NA
"A34-27","5",0,0,0,0,NA,NA,NA,NA
"A34-27","6",0,0,0,0,NA,NA,NA,NA
"A34-27","7",0,0,0,0,NA,NA,NA,NA
"A34-27","8",0,0,0,0,NA,NA,NA,NA
"A34-27","9",0,0,0,0,NA,NA,NA,NA
"A34-28","1",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","10",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","2",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","3",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","4",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","5",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","6",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","7",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","8",NA,NA,NA,NA,NA,NA,NA,0
"A34-28","9",NA,NA,NA,NA,NA,NA,NA,0
"A34-31","1",0,0,0,0,0,0,0,0
"A34-31","2",0,0,0,0,0,0,0,0
"A34-31","3",0,0,0,0,0,0,0,0
"A34-31","4",0,0,0,0,0,0,0,0
"A34-31","5",0,0,0,0,0,0,0,0
"A34-31","6",0,0,0,0,0,0,0,0
"A34-31","7",0,0,0,0,0,0,0,0
"A34-32","1",NA,NA,NA,NA,0,0,0,0
"A34-32","2",NA,NA,NA,NA,0,0,0,0
"A34-32","3",NA,NA,NA,NA,0,0,0,0
"A34-32","4",NA,NA,NA,NA,0,0,0,0
"A34-32","5",NA,NA,NA,NA,0,0,0,0
"A34-32","6",NA,NA,NA,NA,0,0,0,0
"A34-32","7",NA,NA,NA,NA,0,0,0,0
"A34-32","8",NA,NA,NA,NA,0,0,0,0
"A34-32","9",NA,NA,NA,NA,0,0,0,0
"A34-33","1",0,0,0,0,0,0,0,0
"A34-33","2",0,0,0,0,0,0,0,0
"A34-33","3",0,0,0,0,0,0,0,0
"A34-33","4",0,0,0,0,0,0,0,0
"A34-33","5",0,0,0,0,0,0,0,0
"A34-33","6",0,0,0,0,0,0,0,0
"A34-33","7",0,0,0,0,0,0,0,0
"A34-33","8",0,0,0,0,0,0,0,0
"A34-34","1",0,NA,NA,NA,0,0,0,0
"A34-34","2",0,NA,NA,NA,0,0,0,0
"A34-34","3",0,NA,NA,NA,0,0,0,0
"A34-34","4",0,NA,NA,NA,0,0,0,0
"A34-34","5",0,NA,NA,NA,0,0,0,0
"A34-34","6",0,NA,NA,NA,0,0,0,0
"A34-35","1",0,0,0,0,NA,NA,NA,NA
"A34-35","10",0,0,0,0,NA,NA,NA,NA
"A34-35","2",0,0,0,0,NA,NA,NA,NA
"A34-35","3",0,0,0,0,NA,NA,NA,NA
"A34-35","4",0,0,0,0,NA,NA,NA,NA
"A34-35","5",0,0,0,0,NA,NA,NA,NA
"A34-35","6",0,0,0,0,NA,NA,NA,NA
"A34-35","7",0,0,0,0,NA,NA,NA,NA
"A34-35","8",0,0,0,0,NA,NA,NA,NA
"A34-35","9",0,0,0,0,NA,NA,NA,NA
"A34-37","1",NA,NA,NA,NA,NA,NA,0,NA
"A34-37","2",NA,NA,NA,NA,NA,NA,0,NA
"A34-37","3",NA,NA,NA,NA,NA,NA,0,NA
"A34-37","4",NA,NA,NA,NA,NA,NA,0,NA
"A34-37","5",NA,NA,NA,NA,NA,NA,0,NA
"A34-37","6",NA,NA,NA,NA,NA,NA,0,NA
"A35-01","1",NA,NA,NA,NA,0,0,0,0
