X,Y,NO,join_TypeName,join_FunctionTy,join_Function,join_Area_ha,distance
120.47194,22.48584,"3,256",闊葉樹林型,,生產性人工林,0.14975,427.877376452766
121.40846,23.65827,"3,257",闊葉樹林型,,經改造天然林,3851.16,1.19531580662512
121.40948,23.65993,"3,258",闊葉樹林型,"2221",經改造天然林,213771,13.0796326572862
121.41061,23.66169,"3,259",竹闊混淆林,"2211",生產性人工林,1552.06,6.12772606901139
121.41175,23.66327,"3,260",竹闊混淆林,"2211",生產性人工林,2286.28,2.69427231272947
121.41383,23.66416,"3,261",闊葉樹林型,"2221",經改造天然林,17009.5,119.183131809475
121.41494,23.66263,"3,262",闊葉樹林型,"2221",經改造天然林,17009.5,269.935082257191
121.41413,23.66084,"3,263",闊葉樹林型,,經改造天然林,1561.16,172.307492665717
121.41333,23.65909,"3,264",闊葉樹林型,,經改造天然林,1561.16,18.924721240539
121.41271,23.65724,"3,265",闊葉樹林型,,經改造天然林,1561.16,233.336505167061
121.41184,23.65492,"3,266",闊葉樹林型,,經改造天然林,3851.16,255.397927715431
121.57666,24.01868,"3,267",闊葉樹林型,"2222",原生林,14465.1,14.7619859435511
121.57439,24.02104,"3,268",闊葉樹林型,"2222",原生林,14465.1,0
121.57414,24.01684,"3,269",闊葉樹林型,"2222",原生林,14465.1,0
121.57197,24.01869,"3,270",闊葉樹林型,"2222",原生林,14465.1,2.38222220317112
121.56984,24.01954,"3,271",闊葉樹林型,"2222",原生林,14465.1,2.50803973220958
121.56842,24.01993,"3,272",闊葉樹林型,"1200",經改造天然林,6624.27,0
121.56784,24.01726,"3,273",闊葉樹林型,"2221",經改造天然林,213771,1.3278651555695
121.49616,23.96144,"3,274",闊葉樹林型,,經改造天然林,2363.78,27.95696550763
121.49501,23.96292,"3,275",闊葉樹林型,"2221",經改造天然林,213771,10.8277840774512
121.49475,23.96525,"3,276",闊葉樹林型,,經改造天然林,3851.16,6.74926111419887
121.49289,23.96605,"3,277",闊葉樹林型,,經改造天然林,3851.16,14.3925633126741
121.49365,23.96421,"3,278",闊葉樹林型,,經改造天然林,1561.16,24.4402497848769
121.49038,23.96662,"3,279",闊葉樹林型,,經改造天然林,2363.78,15.0708040616343
121.48839,23.96667,"3,280",闊葉樹林型,"2221",經改造天然林,213771,12.5201609855013
121.48649,23.96623,"3,281",闊葉樹林型,"2221",經改造天然林,103298,2.58636315930433
121.48444,23.96627,"3,282",闊葉樹林型,"2221",經改造天然林,103298,3.70297895305911
121.48247,23.96685,"3,283",竹闊混淆林,"2211",生產性人工林,10425.5,2.78116176262642
121.547,23.98562,"3,284",針葉樹林型,"1200",經改造天然林,694.036,0.911488086878717
121.54709,23.98309,"3,285",闊葉樹林型,"2221",經改造天然林,213771,8.78940139468255
121.54496,23.98353,"3,286",竹闊混淆林,"2211",生產性人工林,8297.7,1.45603449371728
121.54596,23.98151,"3,287",闊葉樹林型,"2221",經改造天然林,10998,2.5381849494928
121.54395,23.98184,"3,288",闊葉樹林型,"2221",經改造天然林,213771,6.76383082741171
121.54193,23.98145,"3,289",闊葉樹林型,"2221",經改造天然林,46290.7,2.10975310379917
121.54328,23.97987,"3,290",竹闊混淆林,"2211",生產性人工林,1705.32,4.8456475665866
121.54122,23.97971,"3,291",竹林,"2211",生產性人工林,4203.53,0
