"X","Y","NO"
120.83211,21.99091,2231
120.83271,21.98816,2232
120.80221,21.98324,2233
120.80449,21.98547,2234
120.80304,21.98904,2235
120.80569,21.99334,2236
120.80608,22.00134,2237
120.80742,22.00421,2238
120.82468,21.96288,2239
120.82241,21.95935,2240
120.81855,21.95604,2241
120.8221,21.95655,2242
120.82561,21.95392,2243
120.82316,21.95324,2244
120.78504,21.95585,2245
120.78907,21.95325,2246
120.79449,21.95133,2247
120.79842,21.94945,2248
120.78767,21.94686,2249
120.78432,21.94804,2250
120.72969,21.95109,2251
120.7217,21.95219,2252
120.72102,21.94431,2253
120.71777,21.95388,2254
120.7131,21.9525,2255
120.71276,21.9485,2256
120.73106,21.94506,2257
120.73514,24.11067,2258
120.73703,24.10961,2259
120.73919,24.10989,2260
120.74014,24.11218,2261
120.74016,24.11144,2262
120.74081,24.10958,2263
120.74195,24.10798,2264
120.74213,24.10886,2265
120.74399,24.10804,2266
120.74603,24.10719,2267
120.72511,24.1165,2268
120.72586,24.11836,2269
120.72664,24.12011,2270
120.72756,24.12175,2271
120.72864,24.12331,2272
120.72975,24.12489,2273
120.73078,24.12653,2274
120.73192,24.12806,2275
120.733,24.12964,2276
120.735,24.13067,2277
120.38842,22.8861,2278
120.39074,22.88598,2279
120.39346,22.88563,2280
120.39537,22.88753,2281
120.39707,22.8891,2282
120.39808,22.89229,2283
120.399,22.89414,2284
120.39754,22.89554,2285
120.39379,22.89523,2286
120.35576,22.86931,2287
120.35237,22.86774,2288
120.34767,22.85957,2289
120.34899,22.85794,2290
120.34743,22.85548,2291
120.35152,22.85442,2292
120.34455,22.85131,2293
120.91914,22.44651,2294
120.91721,22.44591,2295
120.91724,22.44394,2296
120.91709,22.44197,2297
120.91598,22.44048,2298
120.91979,22.44881,2299
120.92113,22.45047,2300
120.9226,22.45239,2301
121.29292,23.03543,2302
121.29525,23.03797,2303
121.29813,23.04145,2304
121.30023,23.04367,2305
121.30161,23.03837,2306
121.301,23.04902,2307
121.29858,23.03828,2308
121.29523,23.0354,2309
121.36237,23.10632,2310
121.36046,23.10468,2311
121.35816,23.10621,2312
121.35551,23.10562,2313
121.35101,23.10849,2314
121.35495,23.10842,2315
121.36228,23.11026,2316
121.36572,23.11565,2317
121.35354,23.59145,2318
121.35123,23.59032,2319
121.3501,23.58856,2320
121.34787,23.58836,2321
121.34528,23.58882,2322
121.34302,23.58951,2323
121.40299,23.5544,2324
121.40141,23.55327,2325
121.39964,23.55276,2326
121.39761,23.55132,2327
121.39542,23.5517,2328
121.39301,23.55199,2329
121.39161,23.55269,2330
121.3891,23.55342,2331
121.38694,23.55446,2332
121.38478,23.55606,2333
121.41982,23.49684,2334
121.42133,23.49817,2335
121.42323,23.49724,2336
121.42505,23.49632,2337
121.42749,23.49561,2338
121.42946,23.49653,2339
121.42956,23.49917,2340
121.4309,23.50115,2341
121.43252,23.50272,2342
121.43424,23.50377,2343
121.22956,23.32658,2344
121.22761,23.32735,2345
121.22586,23.32842,2346
121.22455,23.33145,2347
121.22384,23.33328,2348
121.22313,23.33506,2349
121.23158,23.32756,2350
121.23379,23.3284,2351
121.22199,23.33683,2352
121.21993,23.33666,2353
121.21762,23.33749,2354
121.21601,23.33863,2355
121.21503,23.34034,2356
121.21371,23.34181,2357
121.21294,23.34356,2358
121.21349,23.34555,2359
121.21161,23.34625,2360
121.20966,23.34696,2361
121.1871,23.35317,2362
121.18775,23.35099,2363
121.18921,23.34891,2364
121.18983,23.3465,2365
121.18704,23.3455,2366
121.18682,23.34222,2367
121.18922,23.34123,2368
121.19167,23.33916,2369
121.19356,23.33738,2370
121.19299,23.33432,2371
120.98526,23.24926,2372
120.98583,23.24787,2373
120.98586,23.24596,2374
120.98694,23.24163,2375
120.98376,23.24044,2376
120.98444,23.23823,2377
120.98615,23.24016,2378
120.98946,23.24137,2379
120.99112,23.24473,2380
120.81262,24.62879,2381
120.81261,24.63156,2382
120.80983,24.63284,2383
120.80787,24.63131,2384
120.80625,24.62919,2385
120.80638,24.627,2386
121.61465,25.09683,2387
121.61769,25.0945,2388
121.62061,25.09169,2389
121.62179,25.09524,2390
121.62247,25.08745,2391
121.62483,25.08653,2392
121.62456,25.08469,2393
121.62421,25.08131,2394
121.62385,25.07772,2395
120.90025,23.85167,2396
120.89877,23.85453,2397
120.89757,23.85172,2398
120.8954,23.85301,2399
120.89665,23.85479,2400
120.8909,23.85826,2401
120.89026,23.86033,2402
120.89911,23.86065,2403
120.90011,23.86281,2404
120.89841,23.86521,2405
120.60712,23.73212,2406
120.60479,23.73121,2407
120.60303,23.73368,2408
120.60091,23.73578,2409
120.60292,23.73673,2410
120.60621,23.73472,2411
120.60549,23.73904,2412
120.63533,23.70567,2413
120.63259,23.70238,2414
120.6348,23.70001,2415
120.63192,23.69918,2416
120.627,23.7065,2417
120.62659,23.70194,2418
120.62409,23.6987,2419
120.62108,23.71075,2420
120.62291,23.71045,2421
120.8024,23.82643,2422
120.80161,23.82885,2423
120.80618,23.82607,2424
120.79756,23.8349,2425
120.79081,23.83751,2426
120.79151,23.833,2427
120.795,23.83192,2428
120.79135,23.82515,2429
120.78058,23.82565,2430
120.77675,23.82451,2431
121.28288,24.15502,2432
121.28838,24.16168,2433
121.28671,24.16015,2434
121.28599,24.1582,2435
121.28446,24.15974,2436
121.28189,24.16108,2437
121.28365,24.15771,2438
121.28377,24.1516,2439
121.28171,24.13662,2440
121.28233,24.13679,2441
121.28374,24.13801,2442
121.28511,24.13861,2443
121.28621,24.13948,2444
121.28781,24.13875,2445
121.28832,24.1369,2446
121.28918,24.13544,2447
121.28922,24.16637,2448
121.28838,24.16385,2449
120.32046,23.80063,2450
120.31699,23.80023,2451
120.31717,23.80264,2452
120.31881,23.8046,2453
120.32203,23.80405,2454
120.32296,23.80166,2455
120.32223,23.79867,2456
120.32588,23.79685,2457
120.32011,23.7967,2458
120.31662,23.79735,2459
120.23258,23.79083,2460
120.22783,23.79123,2461
120.23023,23.78987,2462
120.22081,23.78956,2463
120.22484,23.78964,2464
120.22364,23.78446,2465
120.22808,23.78812,2466
120.2277,23.7814,2467
120.23442,23.78697,2468
120.23659,23.79006,2469
120.35027,23.76392,2470
120.34739,23.76556,2471
120.34469,23.76639,2472
120.34803,23.76755,2473
120.35188,23.76722,2474
120.35161,23.76502,2475
120.35459,23.76397,2476
120.3521,23.76282,2477
120.3499,23.76228,2478
120.34703,23.76322,2479
121.39718,24.99702,2480
121.39633,24.99531,2481
121.39394,24.99405,2482
121.39182,24.99353,2483
121.38988,24.99403,2484
121.38846,24.99619,2485
120.89508,23.52192,2486
120.8951,23.51937,2487
120.89283,23.51745,2488
120.89083,23.51499,2489
120.89085,23.51229,2490
120.89161,23.50941,2491
120.89223,23.50651,2492
120.89009,23.505,2493
120.87886,23.47709,2494
120.87892,23.47486,2495
120.87638,23.47348,2496
120.87409,23.4754,2497
120.87133,23.47505,2498
120.8702,23.47751,2499
120.87007,23.47975,2500
120.86844,23.48226,2501
120.89171,23.49142,2502
120.89095,23.4892,2503
120.88988,23.4873,2504
120.88713,23.48624,2505
120.88656,23.48395,2506
120.88558,23.48132,2507
120.88431,23.47928,2508
120.88173,23.4789,2509
121.78755,25.05802,2510
121.79021,25.05828,2511
121.79235,25.05901,2512
121.79389,25.05753,2513
121.79346,25.0556,2514
121.79179,25.05526,2515
121.78997,25.056,2516
121.78793,25.05601,2517
121.78689,25.05286,2518
121.78379,25.05141,2519
120.89189,23.47917,2520
120.89439,23.47929,2521
120.89644,23.47789,2522
120.89892,23.47676,2523
120.9,23.4748,2524
120.90251,23.47502,2525
120.90399,23.47326,2526
120.90089,23.4731,2527
120.90319,23.47133,2528
120.50353,22.45143,2529
120.50353,22.45636,2530
120.50741,22.45514,2531
120.51122,22.45975,2532
120.5112,22.44953,2533
120.51554,22.45344,2534
120.51042,22.453,2535
121.83676,24.60536,2536
121.83725,24.60345,2537
121.83682,24.60094,2538
121.83534,24.59862,2539
121.83398,24.60324,2540
121.83431,24.60007,2541
121.84106,24.59014,2542
121.84223,24.58809,2543
121.8439,24.58723,2544
121.84357,24.58513,2545
121.84528,24.58605,2546
121.84618,24.58174,2547
121.57347,22.00936,2548
121.5753,22.01014,2549
121.57727,22.00994,2550
121.57898,22.01103,2551
121.56746,22.06189,2552
121.56798,22.06516,2553
121.56646,22.06901,2554
121.56642,22.07127,2555
121.56887,22.079,2556
121.56795,22.07732,2557
121.56683,22.07526,2558
121.56905,22.06349,2559
121.54178,22.07583,2560
121.54235,22.07406,2561
121.54164,22.07237,2562
121.53997,22.07268,2563
121.53857,22.07401,2564
121.5373,22.07562,2565
121.57774,22.02809,2566
121.57612,22.02928,2567
121.57434,22.03012,2568
121.57255,22.03054,2569
121.57071,22.03034,2570
121.57102,22.01426,2571
121.57179,22.01596,2572
121.57375,22.01645,2573
121.57561,22.01582,2574
121.57352,22.01826,2575
121.5734,22.02,2576
121.51908,22.07988,2577
121.52206,22.08048,2578
121.52501,22.07992,2579
121.52871,22.07917,2580
121.5323,22.07981,2581
121.5347,22.08031,2582
121.53666,22.08009,2583
121.53864,22.08066,2584
121.54658,22.02725,2585
121.55028,22.02703,2586
121.55849,22.02373,2587
121.56042,22.02336,2588
121.57419,22.00462,2589
121.57268,22.00576,2590
121.57133,22.007,2591
121.57128,22.00469,2592
121.55195,22.02797,2593
121.55357,22.02881,2594
121.5554,22.02957,2595
121.55592,22.03167,2596
121.55699,22.03344,2597
121.55858,22.0348,2598
121.56062,22.03529,2599
121.5628,22.03478,2600
121.5654,22.03381,2601
121.56569,22.03589,2602
121.56954,22.03731,2603
121.57165,22.03622,2604
121.57318,22.03468,2605
121.5762,22.03278,2606
121.57872,22.03164,2607
121.57949,22.03005,2608
121.58179,22.029,2609
121.58461,22.02906,2610
120.63697,22.51576,2611
120.63907,22.51535,2612
120.63868,22.51321,2613
120.63939,22.51125,2614
120.64169,22.51083,2615
120.64411,22.51024,2616
120.64617,22.50978,2617
120.64824,22.50903,2618
120.65058,22.50911,2619
120.65293,22.50702,2620
120.58291,22.54397,2621
120.58714,22.5431,2622
120.58992,22.542,2623
120.59186,22.53951,2624
120.58894,22.54012,2625
120.58407,22.54084,2626
120.58198,22.53887,2627
120.58361,22.53615,2628
120.58761,22.53625,2629
120.59232,22.53671,2630
121.52549,25.08185,2631
121.52666,25.08187,2632
121.52843,25.08304,2633
121.52979,25.08441,2634
121.53108,25.0851,2635
121.53203,25.08653,2636
121.53378,25.08799,2637
121.53522,25.08944,2638
121.53683,25.0906,2639
121.53861,25.09084,2640
121.5406,25.09154,2641
120.52626,23.1233,2642
120.52463,23.12397,2643
120.52403,23.1226,2644
120.52475,23.12735,2645
120.5223,23.12869,2646
120.51939,23.12745,2647
120.51709,23.12832,2648
120.51497,23.13007,2649
120.51208,23.13227,2650
120.50874,23.1344,2651
120.55625,23.42812,2652
120.5579,23.42852,2653
120.5598,23.42845,2654
120.5614,23.42827,2655
120.56323,23.42842,2656
120.5656,23.429,2657
120.56738,23.42955,2658
120.57045,23.42895,2659
120.57295,23.42772,2660
120.57565,23.42762,2661
121.81195,24.60293,2662
121.81034,24.60456,2663
121.81264,24.60081,2664
121.81368,24.60384,2665
121.81323,24.60595,2666
121.81419,24.60757,2667
121.53811,25.0632,2668
121.54023,25.06329,2669
121.54085,25.06109,2670
121.54088,25.06509,2671
121.53765,25.06513,2672
121.53826,25.0676,2673
121.54093,25.06761,2674
121.54374,25.06589,2675
121.54363,25.06342,2676
121.5463,25.06337,2677
120.3021,22.64622,2678
120.30199,22.64451,2679
120.29969,22.64457,2680
120.29734,22.64474,2681
120.29982,22.6465,2682
120.30234,22.64836,2683
120.29988,22.64868,2684
120.29783,22.64871,2685
120.29747,22.64669,2686
121.54497,24.98526,2687
121.54637,24.9836,2688
121.54879,24.98398,2689
121.55065,24.98561,2690
121.55205,24.98727,2691
121.5536,24.98549,2692
121.55397,24.98365,2693
121.55346,24.98147,2694
121.55378,24.97929,2695
121.55443,24.97734,2696
121.53198,24.98549,2697
121.53274,24.98196,2698
121.52969,24.9826,2699
121.52691,24.98096,2700
121.52683,24.97934,2701
121.52496,24.97988,2702
121.52819,24.97712,2703
121.53042,24.97585,2704
120.90863,23.47307,2705
120.9105,23.47214,2706
120.91223,23.47117,2707
120.91401,23.47036,2708
120.91572,23.47132,2709
120.9177,23.47054,2710
120.91941,23.47164,2711
120.92134,23.47198,2712
120.92356,23.47179,2713
120.92469,23.47032,2714
120.95436,23.46271,2715
120.95418,23.46353,2716
120.95464,23.46477,2717
120.95483,23.46583,2718
120.95461,23.46647,2719
120.95386,23.4668,2720
120.95321,23.46695,2721
120.95237,23.46633,2722
120.95143,23.46613,2723
120.95056,23.46627,2724
120.93959,23.46824,2725
120.93862,23.46906,2726
120.93705,23.46878,2727
120.93583,23.46787,2728
120.93424,23.46729,2729
120.93252,23.46614,2730
120.35503,23.08426,2731
120.35114,23.08236,2732
120.34763,23.08172,2733
120.34769,23.08298,2734
120.35529,23.08141,2735
120.35651,23.08003,2736
120.35837,23.08522,2737
120.35998,23.08598,2738
120.54274,22.70457,2739
120.54324,22.7081,2740
120.5439,22.71101,2741
120.54194,22.71249,2742
120.53823,22.71078,2743
120.53651,22.7126,2744
120.54101,22.70882,2745
120.5374,22.70635,2746
120.53942,22.70552,2747
120.63351,22.70981,2748
120.63546,22.71045,2749
120.63927,22.71042,2750
120.64218,22.71135,2751
120.63882,22.70714,2752
120.64166,22.70509,2753
120.45862,22.63037,2754
120.45914,22.62695,2755
120.45918,22.62504,2756
120.46052,22.62893,2757
120.46302,22.62795,2758
120.46359,22.62471,2759
120.46479,22.62281,2760
120.46697,22.62288,2761
120.46698,22.62534,2762
120.46588,22.63087,2763
121.49028,25.13723,2764
121.48583,25.12139,2765
121.48973,25.13556,2766
121.48916,25.13389,2767
121.48889,25.13194,2768
121.48834,25.13028,2769
121.48777,25.12861,2770
121.48722,25.12694,2771
121.48667,25.125,2772
121.48639,25.12334,2773
120.53355,23.5372,2774
120.53557,23.53762,2775
120.53741,23.53715,2776
120.53943,23.53756,2777
120.54104,23.53858,2778
120.54233,23.53991,2779
120.61482,22.64332,2780
120.61665,22.6447,2781
120.61799,22.64199,2782
120.624,22.6388,2783
120.62333,22.63717,2784
120.62144,22.63598,2785
120.62053,22.63917,2786
120.61145,22.64258,2787
120.6064,22.64212,2788
120.6062,22.64863,2789
120.6107,22.64888,2790
120.6135,22.65012,2791
120.60962,22.65092,2792
120.60643,22.65047,2793
120.60762,22.64617,2794
120.61144,22.64625,2795
121.49545,25.03921,2796
121.49747,25.04036,2797
121.49886,25.0421,2798
121.50028,25.04384,2799
121.49309,25.03842,2800
121.4904,25.03758,2801
121.48811,25.03662,2802
121.48652,25.03473,2803
120.4803,23.7218,2804
120.4787,23.7208,2805
120.4789,23.719,2806
120.4789,23.7172,2807
120.4772,23.7165,2808
120.4757,23.7158,2809
120.475,23.7141,2810
120.4748,23.7121,2811
120.4728,23.7114,2812
120.4702,23.7103,2813
120.35567,23.25851,2814
120.35445,23.25619,2815
120.35381,23.25438,2816
120.35108,23.25621,2817
120.35239,23.25909,2818
120.35018,23.26009,2819
120.34651,23.26166,2820
120.34934,23.26238,2821
120.35288,23.26174,2822
120.35913,23.26064,2823
120.25681,23.31,2824
120.25451,23.30826,2825
120.25062,23.30884,2826
120.2518,23.3112,2827
120.25536,23.31242,2828
120.25401,23.314,2829
120.25671,23.31498,2830
120.25028,23.31461,2831
120.25341,23.31577,2832
120.25557,23.31666,2833
120.46823,23.38387,2834
120.47122,23.38345,2835
120.47192,23.3859,2836
120.47005,23.38918,2837
120.4682,23.39136,2838
120.46563,23.39183,2839
120.47414,23.38537,2840
120.47436,23.38699,2841
120.47393,23.38354,2842
120.40119,23.21831,2843
120.39859,23.2186,2844
120.3995,23.22114,2845
120.39847,23.22309,2846
120.40013,23.2261,2847
120.40195,23.22668,2848
120.40095,23.2279,2849
120.40102,23.23054,2850
120.39732,23.23122,2851
120.29382,23.19973,2852
120.29527,23.20208,2853
120.29788,23.20295,2854
120.29997,23.20419,2855
120.30282,23.20414,2856
120.30514,23.20293,2857
120.30251,23.20049,2858
120.29266,23.20513,2859
120.29837,23.20742,2860
120.30062,23.2068,2861
120.46472,23.28864,2862
120.46214,23.28905,2863
120.46023,23.28662,2864
120.46022,23.28874,2865
120.45789,23.28836,2866
120.45574,23.28795,2867
120.45347,23.28918,2868
120.45121,23.28976,2869
120.45149,23.28737,2870
120.45225,23.28452,2871
121.64879,24.83668,2872
121.64644,24.83563,2873
121.64423,24.83547,2874
121.64384,24.83755,2875
121.64153,24.83796,2876
121.64007,24.84008,2877
121.63788,24.83991,2878
121.63733,24.84169,2879
121.5731,24.84953,2880
121.57849,24.84938,2881
121.58039,24.85027,2882
121.58499,24.85047,2883
121.58481,24.84865,2884
121.58342,24.84575,2885
121.58704,24.84692,2886
121.59149,24.84416,2887
121.57607,24.84955,2888
121.58263,24.84996,2889
121.6088,24.84745,2890
121.60575,24.84646,2891
121.60286,24.84756,2892
121.60119,24.84554,2893
121.59797,24.84842,2894
121.59611,24.8463,2895
121.59296,24.84602,2896
121.59117,24.84487,2897
121.58801,24.84682,2898
121.58334,24.84496,2899
120.57819,24.14459,2900
120.5812,24.14355,2901
120.58289,24.14165,2902
120.58462,24.13957,2903
120.58647,24.13824,2904
120.58809,24.13574,2905
120.58971,24.1336,2906
120.58731,24.13242,2907
121.48056,25.10972,2908
121.48139,25.10778,2909
121.48361,25.10861,2910
121.48639,25.1075,2911
121.48891,25.10807,2912
121.49028,25.10527,2913
121.49056,25.10333,2914
121.49083,25.10166,2915
121.4925,25.10084,2916
121.49444,25.10167,2917
121.5839,24.97567,2918
121.58504,24.97417,2919
121.58692,24.97229,2920
121.58864,24.96678,2921
121.58858,24.965,2922
121.5908,24.96449,2923
121.59286,24.96371,2924
121.58904,24.96468,2925
121.60813,25.07812,2926
121.6112,25.08006,2927
121.6112,25.08115,2928
121.61338,25.08066,2929
121.61143,25.08251,2930
121.61162,25.08399,2931
121.61281,25.08524,2932
121.61026,25.08458,2933
121.6091,25.08585,2934
121.60763,25.0849,2935
120.16218,22.97505,2936
120.16048,22.97724,2937
120.15852,22.97536,2938
120.15823,22.97802,2939
120.15669,22.97992,2940
120.15711,22.98201,2941
120.1548,22.98268,2942
120.15347,22.98472,2943
120.15129,22.9873,2944
120.32601,22.75171,2945
120.32892,22.74996,2946
120.33019,22.74635,2947
120.32663,22.74787,2948
120.32454,22.74612,2949
120.32366,22.74967,2950
120.32099,22.74639,2951
120.31969,22.75044,2952
120.69439,23.89211,2953
120.69876,23.89708,2954
120.70396,23.89254,2955
120.70485,23.89575,2956
120.70816,23.89009,2957
120.71483,23.88284,2958
120.70768,23.88168,2959
120.72017,23.8918,2960
121.35031,25.00944,2961
121.3513,25.0101,2962
121.35264,25.00828,2963
121.35327,25.01136,2964
121.35451,25.013,2965
121.35554,25.01411,2966
121.35705,25.01494,2967
121.3596,25.01601,2968
121.36156,25.01194,2969
121.36336,25.00845,2970
121.34861,25.0075,2971
121.35944,25.01361,2972
121.55783,23.91053,2973
121.55847,23.91347,2974
121.55781,23.91681,2975
121.56239,23.91589,2976
121.56644,23.914,2977
121.56233,23.91275,2978
121.56206,23.90969,2979
121.55814,23.90728,2980
121.29409,25.06545,2981
121.29551,25.06663,2982
121.29719,25.06638,2983
121.29893,25.06636,2984
121.30147,25.06696,2985
121.30323,25.06827,2986
121.30487,25.06997,2987
121.30479,25.07169,2988
121.30494,25.07323,2989
121.30326,25.07449,2990
120.21543,22.992,2991
120.21556,22.99333,2992
120.21389,22.99424,2993
120.21501,22.99635,2994
120.21667,22.99763,2995
120.21806,22.99694,2996
120.22028,22.99639,2997
121.50394,25.14006,2998
121.50252,25.13859,2999
121.50201,25.13644,3000
121.50483,25.13664,3001
121.50758,25.13663,3002
121.50958,25.13699,3003
120.58468,22.83141,3004
120.58622,22.83273,3005
120.58976,22.83651,3006
120.59162,22.83877,3007
120.59178,22.83574,3008
120.59054,22.83326,3009
120.59183,22.83091,3010
121.00146,24.78938,3011
121.00222,24.78717,3012
120.99986,24.78374,3013
120.99467,24.78505,3014
120.99522,24.78697,3015
120.99549,24.78935,3016
120.99792,24.78916,3017
120.99942,24.78771,3018
120.99794,24.78537,3019
121.45498,24.88822,3020
121.45847,24.88858,3021
121.46205,24.88915,3022
121.46213,24.88592,3023
121.46225,24.88183,3024
121.46258,24.87992,3025
121.46163,24.87762,3026
121.46008,24.87563,3027
121.45678,24.87265,3028
120.7,23.93333,3029
120.68333,23.93333,3030
121.26063,25.09275,3031
121.26268,25.09326,3032
121.26353,25.095,3033
121.26544,25.09424,3034
121.26584,25.09208,3035
121.26799,25.09107,3036
121.26614,25.08833,3037
121.26943,25.08756,3038
120.37689,22.62005,3039
120.37862,22.61738,3040
120.38064,22.61519,3041
120.38042,22.61302,3042
120.38069,22.61032,3043
120.37889,22.608,3044
120.37702,22.60777,3045
120.37381,22.6091,3046
120.37556,22.6095,3047
120.37518,22.6141,3048
121.35847,25.09164,3049
121.3605,25.09053,3050
121.36239,25.08992,3051
121.36519,25.08781,3052
121.36664,25.08653,3053
121.36269,25.08619,3054
121.36267,25.08819,3055
120.26628,23.18158,3056
120.26981,23.18481,3057
120.26797,23.18436,3058
120.26697,23.18614,3059
120.26808,23.18753,3060
120.26956,23.18742,3061
120.27158,23.1885,3062
120.27097,23.19019,3063
120.26914,23.19036,3064
120.72172,23.91895,3065
120.72638,23.91899,3066
120.72978,23.92088,3067
120.73351,23.92388,3068
120.7394,23.92494,3069
120.74098,23.92876,3070
120.73876,23.93134,3071
120.91173,24.61511,3072
120.91338,24.61231,3073
120.91034,24.61271,3074
120.90879,24.61052,3075
120.90639,24.60989,3076
120.90373,24.60947,3077
120.90178,24.60926,3078
120.90008,24.6085,3079
120.89801,24.60912,3080
121.58382,24.97588,3081
121.58123,24.97333,3082
121.58321,24.96865,3083
121.58736,24.97105,3084
121.5875,24.9662,3085
121.58906,24.96467,3086
120.08267,23.06233,3087
120.081,23.06064,3088
120.54566,22.75988,3089
120.54804,22.76011,3090
120.5538,22.7591,3091
120.55378,22.76314,3092
120.54985,22.76477,3093
120.54565,22.7665,3094
120.84795,23.94943,3095
120.84972,23.96053,3096
120.85084,23.94887,3097
120.84657,23.96221,3098
120.8533,23.94779,3099
120.84657,23.9598,3100
120.85456,23.94919,3101
120.84403,23.95747,3102
120.85662,23.95039,3103
120.8411,23.95443,3104
120.85695,23.95227,3105
120.84089,23.95214,3106
120.86247,23.95427,3107
120.83844,23.95077,3108
120.77911,24.47037,3109
120.77206,24.46759,3110
120.77361,24.46922,3111
120.77622,24.47066,3112
120.77684,24.47261,3113
120.77887,24.47552,3114
120.89012,24.43081,3115
120.8939,24.43249,3116
120.89666,24.43159,3117
120.89669,24.43318,3118
120.89821,24.43297,3119
120.8997,24.43354,3120
120.78854,24.40996,3121
120.78838,24.41279,3122
120.7916,24.41144,3123
120.79559,24.41421,3124
120.79672,24.41456,3125
120.79932,24.41652,3126
120.86194,24.23833,3127
120.86333,24.23944,3128
120.86583,24.24,3129
120.86784,24.24075,3130
120.87028,24.24194,3131
120.86111,24.23722,3132
120.85945,24.23611,3133
120.87584,24.24028,3134
120.87889,24.23861,3135
120.88069,24.23864,3136
120.84028,24.18222,3137
120.83945,24.18028,3138
120.83834,24.17861,3139
120.83889,24.17639,3140
120.83806,24.17278,3141
120.83584,24.17139,3142
120.84028,24.17083,3143
120.84361,24.16501,3144
120.84278,24.16694,3145
120.8348,24.16854,3146
121.92176,25.0123,3147
121.92525,25.01155,3148
121.92246,25.02021,3149
121.92404,25.01702,3150
121.92318,25.02205,3151
121.92262,25.00991,3152
121.92738,25.02156,3153
121.92406,25.01449,3154
121.9246,25.01905,3155
121.91753,25.0158,3156
120.27647,22.91693,3157
120.28216,22.91742,3158
120.28565,22.9142,3159
120.28819,22.91329,3160
120.28984,22.91511,3161
120.2843,22.91211,3162
120.27804,22.91535,3163
120.28044,22.91537,3164
120.79233,24.41325,3165
120.79029,24.41536,3166
120.78939,24.41802,3167
120.78863,24.41629,3168
120.83694,24.16917,3169
120.88056,24.23917,3170
120.34172,22.81487,3171
120.34302,22.81692,3172
120.34377,22.8192,3173
120.34272,22.82062,3174
120.342,22.82252,3175
120.34057,22.82097,3176
120.33948,22.81962,3177
120.34088,22.81845,3178
120.34033,22.81665,3179
120.293,22.77918,3180
120.291,22.7789,3181
120.2893,22.77871,3182
120.28879,22.78024,3183
120.28371,22.78007,3184
120.2836,22.78192,3185
120.28722,22.78192,3186
120.29133,22.78195,3187
120.55328,23.6318,3188
120.55551,23.63405,3189
120.55711,23.63537,3190
120.55586,23.63762,3191
120.55452,23.63933,3192
120.55872,23.63727,3193
120.56015,23.63875,3194
120.56067,23.64061,3195
120.56087,23.6429,3196
120.55483,23.64285,3197
121.44209,24.72271,3198
121.44172,24.72078,3199
121.44036,24.71936,3200
120.88697,23.5886,3201
120.88895,23.58886,3202
120.88851,23.5915,3203
120.89045,23.58767,3204
120.88648,23.58672,3205
120.88492,23.58506,3206
120.85854,23.7702,3207
120.85736,23.76801,3208
120.85615,23.76607,3209
120.8557,23.76338,3210
120.85563,23.76132,3211
120.85831,23.7629,3212
120.79555,23.76161,3213
120.79304,23.76139,3214
120.79071,23.76239,3215
120.78939,23.76375,3216
120.78899,23.76149,3217
120.78761,23.76529,3218
120.86123,23.80882,3219
120.86027,23.80536,3220
120.85935,23.80706,3221
120.85627,23.8067,3222
120.85661,23.80483,3223
120.85885,23.80224,3224
121.40355,23.62116,3225
121.41664,23.61477,3226
121.4151,23.61329,3227
121.41923,23.61931,3228
121.41393,23.61973,3229
121.40922,23.61324,3230
121.61661,23.9938,3231
121.61418,24.00073,3232
121.61132,23.99541,3233
121.60979,23.98637,3234
121.6127,23.98589,3235
121.61215,23.98898,3236
121.61283,23.99703,3237
121.61369,23.99086,3238
121.39185,23.59803,3239
121.39069,23.59408,3240
121.3975,23.58949,3241
121.39012,23.58905,3242
121.39287,23.58522,3243
121.38363,23.58774,3244
121.38656,23.59315,3245
120.33317,23.18547,3246
120.33692,23.18589,3247
120.34314,23.18781,3248
120.34681,23.18922,3249
120.35131,23.18994,3250
120.34967,23.18819,3251
120.348,23.18706,3252
120.34981,23.18486,3253
120.347,23.18506,3254
120.34464,23.1845,3255
120.47194,22.48584,3256
121.40846,23.65827,3257
121.40948,23.65993,3258
121.41061,23.66169,3259
121.41175,23.66327,3260
121.41383,23.66416,3261
121.41494,23.66263,3262
121.41413,23.66084,3263
121.41333,23.65909,3264
121.41271,23.65724,3265
121.41184,23.65492,3266
121.57666,24.01868,3267
121.57439,24.02104,3268
121.57414,24.01684,3269
121.57197,24.01869,3270
121.56984,24.01954,3271
121.56842,24.01993,3272
121.56784,24.01726,3273
121.49616,23.96144,3274
121.49501,23.96292,3275
121.49475,23.96525,3276
121.49289,23.96605,3277
121.49365,23.96421,3278
121.49038,23.96662,3279
121.48839,23.96667,3280
121.48649,23.96623,3281
121.48444,23.96627,3282
121.48247,23.96685,3283
121.547,23.98562,3284
121.54709,23.98309,3285
121.54496,23.98353,3286
121.54596,23.98151,3287
121.54395,23.98184,3288
121.54193,23.98145,3289
121.54328,23.97987,3290
121.54122,23.97971,3291
120.38008,22.73879,3292
120.38129,22.73958,3293
120.38395,22.7379,3294
120.3845,22.73577,3295
120.38673,22.73481,3296
120.38908,22.73458,3297
120.39173,22.73626,3298
120.39137,22.73438,3299
120.30683,23.01777,3300
120.30426,23.01515,3301
120.30005,23.01111,3302
120.29971,23.01372,3303
120.29721,23.0148,3304
120.29316,23.01759,3305
120.29861,23.01686,3306
120.30004,23.01751,3307
120.30259,23.01738,3308
120.4091,23.05972,3309
